|6.6.6
dunite_stx11_1.tab                                                                                  
           2
P(bar)  
   10.000000000000000     
   1515.0505050505051     
         100
T(K)    
   800.00000000000000     
   14.141414141414142     
         100
           3
rho,kg/m3      vp,km/s        vs,km/s       
  3282.79        8.04658        4.55737     
  3287.08        8.06082        4.56194     
  3291.35        8.07496        4.56648     
  3295.59        8.08901        4.57099     
  3299.85        8.10320        4.57552     
  3304.12        8.11751        4.58007     
  3308.40        8.13180        4.58459     
  3312.64        8.14592        4.58908     
  3316.86        8.16001        4.59355     
  3321.04        8.17386        4.59796     
  3325.18        8.18755        4.60232     
  3329.26        8.20088        4.60659     
  3333.44        8.21481        4.61098     
  3337.48        8.22797        4.61520     
  3341.57        8.24141        4.61945     
  3345.59        8.25456        4.62365     
  3349.57        8.26748        4.62777     
  3353.61        8.28072        4.63196     
  3357.57        8.29356        4.63605     
  3361.53        8.30642        4.64013     
  3365.46        8.31915        4.64417     
  3369.36        8.33176        4.64817     
  3373.26        8.34438        4.65217     
  3377.13        8.35687        4.65614     
  3381.00        8.36932        4.66008     
  3384.84        8.38169        4.66399     
  3388.67        8.39400        4.66789     
  3392.48        8.40622        4.67175     
  3396.26        8.41834        4.67559     
  3400.05        8.43046        4.67940     
  3403.80        8.44246        4.68318     
  3407.55        8.45444        4.68697     
  3411.28        8.46635        4.69071     
  3414.99        8.47818        4.69444     
  3418.69        8.48996        4.69814     
  3422.38        8.50169        4.70182     
  3426.05        8.51336        4.70549     
  3429.71        8.52497        4.70913     
  3433.33        8.53647        4.71273     
  3436.98        8.54801        4.71634     
  3440.58        8.55943        4.71991     
  3444.18        8.57083        4.72350     
  3447.78        8.58219        4.72703     
  3451.35        8.59348        4.73056     
  3454.92        8.60470        4.73406     
  3458.47        8.61590        4.73754     
  3462.02        8.62708        4.74103     
  3465.55        8.63819        4.74448     
  3469.08        8.64927        4.74793     
  3476.46        8.68696        4.77784     
  3479.99        8.69789        4.78140     
  3483.48        8.70873        4.78494     
  3486.97        8.71955        4.78847     
  3490.45        8.73032        4.79196     
  3493.91        8.74103        4.79545     
  3497.37        8.75173        4.79892     
  3500.82        8.76235        4.80235     
  3504.23        8.77290        4.80576     
  3507.70        8.78358        4.80922     
  3511.10        8.79404        4.81259     
  3514.52        8.80457        4.81599     
  3517.97        8.81521        4.81947     
  3521.28        8.82535        4.82267     
  3544.75        8.91942        4.88274     
  3643.68        9.34136        5.16524     
  3702.82        9.60543        5.34150     
  3705.78        9.61501        5.34452     
  3708.81        9.62471        5.34752     
  3711.79        9.63429        5.35051     
  3714.68        9.64369        5.35348     
  3717.65        9.65320        5.35644     
  3720.55        9.66259        5.35938     
  3723.81        9.67254        5.36235     
  3726.57        9.68165        5.36525     
  3729.48        9.69098        5.36815     
  3732.49        9.70045        5.37106     
  3735.59        9.71003        5.37395     
  3738.62        9.71950        5.37683     
  3172.81        6.86610        3.30525     
  3177.64        7.67177        4.42526     
  3182.59        7.68936        4.43084     
  3187.50        7.70676        4.43636     
  3199.55        7.76052        4.46210     
  3204.33        7.77713        4.46745     
  3209.08        7.79358        4.47275     
  3213.80        7.80988        4.47801     
  3218.49        7.82604        4.48323     
  3223.15        7.84202        4.48839     
  3227.77        7.85785        4.49349     
  3232.37        7.87363        4.49860     
  3236.94        7.88921        4.50363     
  3241.49        7.90464        4.50861     
  3246.00        7.91996        4.51355     
  3250.49        7.93514        4.51846     
  3254.96        7.95024        4.52334     
  3259.40        7.96518        4.52816     
  3263.81        7.97996        4.53292     
  3268.21        7.99469        4.53767     
  3272.57        8.00932        4.54238     
  3276.91        8.02383        4.54706     
  3281.23        8.03822        4.55169     
  3285.53        8.05246        4.55626     
  3289.80        8.06670        4.56085     
  3294.06        8.08078        4.56537     
  3298.29        8.09478        4.56986     
  3302.60        8.10923        4.57444     
  3306.86        8.12347        4.57897     
  3311.11        8.13766        4.58347     
  3315.31        8.15160        4.58792     
  3319.53        8.16571        4.59239     
  3323.71        8.17953        4.59679     
  3327.76        8.19277        4.60104     
  3331.85        8.20620        4.60533     
  3336.02        8.22001        4.60969     
  3340.13        8.23356        4.61398     
  3344.13        8.24659        4.61816     
  3348.15        8.25972        4.62233     
  3352.16        8.27281        4.62650     
  3356.14        8.28578        4.63062     
  3360.13        8.29876        4.63473     
  3364.06        8.31148        4.63877     
  3367.99        8.32418        4.64280     
  3371.88        8.33677        4.64682     
  3375.76        8.34932        4.65080     
  3379.65        8.36186        4.65475     
  3383.49        8.37422        4.65867     
  3387.33        8.38659        4.66258     
  3391.13        8.39879        4.66645     
  3394.93        8.41098        4.67030     
  3398.73        8.42315        4.67413     
  3402.49        8.43517        4.67792     
  3406.24        8.44717        4.68172     
  3409.98        8.45911        4.68547     
  3413.71        8.47099        4.68921     
  3417.41        8.48280        4.69292     
  3421.10        8.49454        4.69661     
  3424.79        8.50627        4.70030     
  3428.43        8.51786        4.70394     
  3432.08        8.52944        4.70757     
  3435.74        8.54100        4.71118     
  3439.34        8.55245        4.71478     
  3442.95        8.56387        4.71835     
  3446.55        8.57526        4.72191     
  3450.14        8.58657        4.72544     
  3453.71        8.59783        4.72895     
  3457.27        8.60907        4.73246     
  3460.83        8.62028        4.73595     
  3464.36        8.63138        4.73940     
  3467.89        8.64246        4.74285     
  3471.39        8.65347        4.74628     
  3478.72        8.69113        4.77625     
  3482.24        8.70202        4.77979     
  3485.71        8.71279        4.78330     
  3489.22        8.72366        4.78684     
  3492.69        8.73440        4.79033     
  3496.15        8.74511        4.79381     
  3499.60        8.75574        4.79725     
  3503.05        8.76640        4.80070     
  3506.47        8.77694        4.80410     
  3509.94        8.78759        4.80754     
  3513.31        8.79802        4.81091     
  3516.72        8.80849        4.81429     
  3520.10        8.81890        4.81764     
  3523.53        8.82935        4.82098     
  3611.21        9.19798        5.06722     
  3701.47        9.59869        5.33635     
  3704.47        9.60834        5.33937     
  3707.49        9.61802        5.34238     
  3710.47        9.62762        5.34538     
  3713.38        9.63708        5.34837     
  3716.36        9.64659        5.35132     
  3719.31        9.65607        5.35427     
  3722.59        9.66609        5.35726     
  3725.32        9.67514        5.36017     
  3728.43        9.68482        5.36310     
  3731.30        9.69407        5.36600     
  3734.39        9.70369        5.36892     
  3737.42        9.71313        5.37179     
  3170.95        6.85740        3.30105     
  3175.80        7.66164        4.41899     
  3180.76        7.67933        4.42460     
  3187.89        7.70857        4.43646     
  3197.76        7.75106        4.45600     
  3202.55        7.76776        4.46138     
  3207.32        7.78429        4.46672     
  3212.05        7.80068        4.47201     
  3216.75        7.81686        4.47723     
  3221.42        7.83292        4.48242     
  3226.07        7.84881        4.48755     
  3230.68        7.86463        4.49267     
  3235.26        7.88026        4.49772     
  3239.82        7.89577        4.50273     
  3244.35        7.91115        4.50770     
  3248.85        7.92643        4.51264     
  3253.33        7.94153        4.51752     
  3257.78        7.95649        4.52234     
  3262.21        7.97141        4.52716     
  3266.61        7.98615        4.53192     
  3270.99        8.00087        4.53667     
  3275.34        8.01542        4.54137     
  3279.67        8.02985        4.54601     
  3283.98        8.04410        4.55058     
  3288.26        8.05841        4.55520     
  3292.52        8.07254        4.55973     
  3296.76        8.08657        4.56424     
  3301.03        8.10079        4.56877     
  3305.32        8.11515        4.57333     
  3309.58        8.12940        4.57785     
  3313.80        8.14343        4.58232     
  3317.96        8.15717        4.58673     
  3322.20        8.17135        4.59120     
  3326.26        8.18460        4.59547     
  3330.39        8.19824        4.59982     
  3334.58        8.21220        4.60421     
  3338.64        8.22550        4.60847     
  3342.73        8.23891        4.61271     
  3346.73        8.25195        4.61688     
  3350.77        8.26516        4.62106     
  3354.76        8.27814        4.62520     
  3358.70        8.29097        4.62930     
  3362.66        8.30380        4.63338     
  3366.58        8.31651        4.63742     
  3370.51        8.32923        4.64145     
  3374.41        8.34183        4.64543     
  3378.28        8.35431        4.64941     
  3382.14        8.36675        4.65333     
  3385.97        8.37908        4.65726     
  3389.80        8.39141        4.66115     
  3393.62        8.40364        4.66500     
  3397.40        8.41579        4.66885     
  3401.18        8.42789        4.67266     
  3404.93        8.43988        4.67646     
  3408.68        8.45186        4.68023     
  3412.42        8.46377        4.68396     
  3416.11        8.47557        4.68769     
  3419.82        8.48737        4.69140     
  3423.50        8.49908        4.69508     
  3427.18        8.51079        4.69876     
  3430.85        8.52242        4.70239     
  3434.48        8.53395        4.70602     
  3438.11        8.54544        4.70961     
  3441.72        8.55690        4.71322     
  3445.33        8.56831        4.71677     
  3448.91        8.57963        4.72032     
  3452.49        8.59093        4.72384     
  3456.06        8.60219        4.72735     
  3459.62        8.61336        4.73079     
  3463.15        8.62452        4.73430     
  3466.69        8.63563        4.73776     
  3470.22        8.64673        4.74122     
  3474.60        8.66394        4.75079     
  3480.99        8.69530        4.77464     
  3484.50        8.70619        4.77819     
  3487.99        8.71701        4.78171     
  3491.48        8.72779        4.78521     
  3494.94        8.73850        4.78869     
  3498.40        8.74918        4.79216     
  3501.84        8.75982        4.79560     
  3505.29        8.77045        4.79904     
  3508.70        8.78096        4.80244     
  3512.11        8.79150        4.80585     
  3515.59        8.80221        4.80933     
  3518.94        8.81247        4.81260     
  3522.36        8.82293        4.81596     
  3587.70        9.09575        4.99719     
  3700.16        9.59199        5.33117     
  3703.17        9.60168        5.33421     
  3706.19        9.61138        5.33723     
  3709.19        9.62101        5.34024     
  3712.13        9.63053        5.34323     
  3715.05        9.63997        5.34620     
  3718.13        9.64970        5.34919     
  3721.21        9.65936        5.35215     
  3724.12        9.66875        5.35509     
  3727.11        9.67822        5.35801     
  3730.07        9.68763        5.36093     
  3733.16        9.69725        5.36386     
  3736.23        9.70677        5.36674     
  3169.09        6.84864        3.29682     
  3173.95        7.65146        4.41270     
  3178.93        7.66925        4.41834     
  3186.59        7.70121        4.43167     
  3195.95        7.74136        4.44982     
  3200.77        7.75834        4.45530     
  3205.55        7.77492        4.46065     
  3210.29        7.79140        4.46598     
  3215.01        7.80769        4.47124     
  3219.69        7.82379        4.47644     
  3224.35        7.83977        4.48161     
  3228.97        7.85563        4.48674     
  3233.57        7.87135        4.49182     
  3238.14        7.88688        4.49684     
  3242.69        7.90235        4.50185     
  3247.20        7.91765        4.50680     
  3251.69        7.93281        4.51169     
  3256.15        7.94788        4.51657     
  3260.59        7.96277        4.52136     
  3265.00        7.97763        4.52618     
  3269.39        7.99235        4.53092     
  3273.76        8.00690        4.53561     
  3278.10        8.02143        4.54030     
  3282.42        8.03574        4.54489     
  3286.71        8.05004        4.54950     
  3290.98        8.06426        4.55408     
  3295.24        8.07832        4.55860     
  3299.46        8.09232        4.56310     
  3303.76        8.10675        4.56767     
  3308.03        8.12099        4.57221     
  3312.28        8.13527        4.57675     
  3316.46        8.14905        4.58114     
  3320.63        8.16288        4.58556     
  3324.78        8.17657        4.58992     
  3328.91        8.19021        4.59429     
  3333.04        8.20384        4.59862     
  3337.22        8.21774        4.60299     
  3341.23        8.23079        4.60719     
  3345.28        8.24406        4.61140     
  3349.34        8.25739        4.61563     
  3353.31        8.27028        4.61975     
  3357.33        8.28339        4.62390     
  3361.28        8.29622        4.62798     
  3365.18        8.30882        4.63201     
  3369.14        8.32170        4.63608     
  3373.02        8.33423        4.64007     
  3376.93        8.34684        4.64406     
  3380.79        8.35931        4.64801     
  3384.63        8.37164        4.65193     
  3388.47        8.38402        4.65584     
  3392.28        8.39624        4.65971     
  3396.09        8.40847        4.66355     
  3399.87        8.42058        4.66739     
  3403.63        8.43261        4.67120     
  3407.39        8.44465        4.67498     
  3411.12        8.45656        4.67873     
  3414.83        8.46838        4.68247     
  3418.55        8.48023        4.68617     
  3422.23        8.49196        4.68987     
  3425.92        8.50370        4.69354     
  3429.58        8.51533        4.69720     
  3433.23        8.52692        4.70086     
  3436.87        8.53846        4.70445     
  3440.49        8.54991        4.70805     
  3444.10        8.56134        4.71161     
  3447.70        8.57272        4.71517     
  3451.29        8.58406        4.71873     
  3454.85        8.59529        4.72222     
  3458.42        8.60655        4.72574     
  3461.96        8.61772        4.72922     
  3465.51        8.62886        4.73269     
  3469.03        8.63995        4.73613     
  3472.55        8.65098        4.73957     
  3477.92        8.67546        4.75641     
  3483.25        8.69945        4.77303     
  3486.75        8.71030        4.77656     
  3490.25        8.72114        4.78008     
  3493.71        8.73188        4.78360     
  3497.16        8.74255        4.78705     
  3500.64        8.75325        4.79051     
  3504.10        8.76391        4.79395     
  3507.52        8.77446        4.79736     
  3510.93        8.78499        4.80077     
  3514.36        8.79553        4.80417     
  3517.80        8.80606        4.80755     
  3521.18        8.81647        4.81090     
  3566.85        9.00503        4.93503     
  3660.97        9.41182        5.20776     
  3701.80        9.59489        5.32904     
  3704.80        9.60454        5.33206     
  3707.75        9.61410        5.33507     
  3710.75        9.62373        5.33807     
  3713.75        9.63334        5.34107     
  3716.72        9.64289        5.34405     
  3719.90        9.65273        5.34703     
  3722.73        9.66202        5.34999     
  3725.89        9.67178        5.35293     
  3729.00        9.68145        5.35586     
  3731.90        9.69076        5.35878     
  3735.03        9.70039        5.36168     
  3167.21        6.83982        3.29255     
  3172.09        7.64122        4.40639     
  3177.09        7.65912        4.41206     
  3183.37        7.68387        4.42144     
  3194.14        7.73189        4.44371     
  3198.97        7.74884        4.44918     
  3203.76        7.76549        4.45456     
  3208.53        7.78207        4.45992     
  3213.26        7.79844        4.46521     
  3217.96        7.81464        4.47045     
  3222.62        7.83069        4.47564     
  3227.26        7.84658        4.48078     
  3231.88        7.86233        4.48588     
  3236.46        7.87795        4.49093     
  3241.01        7.89344        4.49595     
  3245.54        7.90884        4.50093     
  3250.04        7.92406        4.50585     
  3254.52        7.93916        4.51074     
  3258.97        7.95413        4.51557     
  3263.39        7.96900        4.52037     
  3267.79        7.98380        4.52516     
  3272.17        7.99842        4.52987     
  3276.52        8.01295        4.53456     
  3280.85        8.02741        4.53923     
  3285.16        8.04172        4.54383     
  3289.44        8.05588        4.54837     
  3293.70        8.07011        4.55297     
  3297.94        8.08411        4.55746     
  3302.21        8.09834        4.56201     
  3306.49        8.11267        4.56656     
  3310.74        8.12690        4.57109     
  3314.95        8.14083        4.57554     
  3319.21        8.15518        4.58008     
  3323.39        8.16904        4.58449     
  3327.51        8.18260        4.58883     
  3331.63        8.19613        4.59314     
  3335.74        8.20966        4.59745     
  3339.81        8.22301        4.60171     
  3343.85        8.23622        4.60592     
  3347.92        8.24960        4.61017     
  3351.92        8.26267        4.61433     
  3355.91        8.27566        4.61846     
  3359.88        8.28855        4.62257     
  3363.83        8.30138        4.62665     
  3367.76        8.31410        4.63069     
  3371.67        8.32674        4.63470     
  3375.56        8.33932        4.63869     
  3379.44        8.35181        4.64265     
  3383.29        8.36424        4.64659     
  3387.13        8.37660        4.65051     
  3390.95        8.38885        4.65439     
  3394.76        8.40109        4.65825     
  3398.55        8.41324        4.66209     
  3402.33        8.42537        4.66592     
  3406.08        8.43736        4.66970     
  3409.83        8.44933        4.67347     
  3413.56        8.46123        4.67722     
  3417.27        8.47306        4.68094     
  3420.96        8.48484        4.68465     
  3424.65        8.49657        4.68833     
  3428.33        8.50826        4.69201     
  3431.98        8.51988        4.69565     
  3435.63        8.53143        4.69927     
  3439.25        8.54293        4.70287     
  3442.87        8.55437        4.70645     
  3446.47        8.56576        4.71001     
  3450.06        8.57709        4.71355     
  3453.63        8.58839        4.71708     
  3457.19        8.59963        4.72058     
  3460.76        8.61087        4.72410     
  3464.30        8.62203        4.72758     
  3467.83        8.63313        4.73103     
  3471.36        8.64419        4.73446     
  3474.87        8.65521        4.73791     
  3481.02        8.68565        4.76082     
  3485.50        8.70360        4.77143     
  3489.01        8.71445        4.77494     
  3492.48        8.72522        4.77846     
  3495.95        8.73596        4.78195     
  3499.41        8.74665        4.78542     
  3502.86        8.75730        4.78887     
  3506.30        8.76790        4.79230     
  3509.73        8.77847        4.79571     
  3513.16        8.78901        4.79910     
  3516.59        8.79953        4.80248     
  3520.00        8.80999        4.80584     
  3535.97        8.87292        4.84483     
  3638.23        9.30929        5.13737     
  3700.48        9.58815        5.32385     
  3703.47        9.59783        5.32690     
  3706.46        9.60747        5.32993     
  3709.43        9.61708        5.33294     
  3712.43        9.62670        5.33595     
  3715.42        9.63629        5.33894     
  3718.41        9.64585        5.34191     
  3721.45        9.65546        5.34488     
  3724.48        9.66504        5.34782     
  3727.56        9.67467        5.35077     
  3730.68        9.68433        5.35370     
  3733.79        9.69396        5.35663     
  3165.32        6.83093        3.28825     
  3170.22        7.63094        4.40006     
  3175.24        7.64893        4.40576     
  3184.40        7.68946        4.42348     
  3192.33        7.72240        4.43759     
  3197.17        7.73936        4.44306     
  3201.98        7.75614        4.44848     
  3206.75        7.77275        4.45385     
  3211.50        7.78919        4.45917     
  3216.21        7.80546        4.46444     
  3220.89        7.82158        4.46966     
  3225.55        7.83753        4.47482     
  3230.17        7.85333        4.47994     
  3234.77        7.86905        4.48503     
  3239.34        7.88459        4.49007     
  3243.88        7.90001        4.49506     
  3248.39        7.91529        4.50000     
  3252.88        7.93045        4.50491     
  3257.34        7.94549        4.50977     
  3261.78        7.96039        4.51458     
  3266.19        7.97523        4.51939     
  3270.57        7.98992        4.52413     
  3274.94        8.00450        4.52883     
  3279.28        8.01895        4.53349     
  3283.60        8.03334        4.53813     
  3287.89        8.04764        4.54274     
  3292.16        8.06181        4.54730     
  3296.41        8.07590        4.55184     
  3300.64        8.08988        4.55632     
  3304.95        8.10435        4.56092     
  3309.21        8.11860        4.56545     
  3313.48        8.13292        4.57000     
  3317.70        8.14699        4.57448     
  3321.89        8.16088        4.57891     
  3326.02        8.17446        4.58325     
  3330.17        8.18820        4.58762     
  3334.27        8.20170        4.59193     
  3338.37        8.21517        4.59622     
  3342.41        8.22836        4.60043     
  3346.48        8.24174        4.60468     
  3350.50        8.25488        4.60887     
  3354.50        8.26790        4.61302     
  3358.48        8.28086        4.61714     
  3362.43        8.29371        4.62123     
  3366.37        8.30647        4.62528     
  3370.29        8.31915        4.62931     
  3374.19        8.33176        4.63332     
  3378.07        8.34428        4.63729     
  3381.94        8.35675        4.64124     
  3385.79        8.36914        4.64517     
  3389.62        8.38147        4.64907     
  3393.42        8.39369        4.65294     
  3397.23        8.40589        4.65679     
  3401.01        8.41802        4.66063     
  3404.78        8.43008        4.66443     
  3408.53        8.44210        4.66822     
  3412.27        8.45403        4.67198     
  3415.99        8.46589        4.67572     
  3419.69        8.47769        4.67942     
  3423.38        8.48945        4.68312     
  3427.06        8.50113        4.68679     
  3430.72        8.51278        4.69045     
  3434.37        8.52436        4.69408     
  3438.01        8.53591        4.69770     
  3441.63        8.54738        4.70129     
  3445.24        8.55881        4.70486     
  3448.84        8.57017        4.70842     
  3452.42        8.58149        4.71195     
  3455.98        8.59274        4.71546     
  3459.56        8.60401        4.71899     
  3463.11        8.61520        4.72248     
  3466.65        8.62633        4.72594     
  3470.16        8.63740        4.72939     
  3473.68        8.64845        4.73283     
  3477.17        8.65941        4.73625     
  3483.91        8.69433        4.76371     
  3487.77        8.70775        4.76979     
  3491.24        8.71854        4.77331     
  3494.72        8.72932        4.77682     
  3498.19        8.74003        4.78030     
  3501.65        8.75072        4.78376     
  3505.10        8.76134        4.78720     
  3508.53        8.77193        4.79062     
  3511.97        8.78251        4.79403     
  3515.41        8.79305        4.79741     
  3518.84        8.80354        4.80078     
  3522.22        8.81395        4.80415     
  3607.14        9.17171        5.04324     
  3699.17        9.58144        5.31866     
  3702.20        9.59119        5.32171     
  3705.14        9.60077        5.32475     
  3708.14        9.61043        5.32778     
  3711.13        9.62006        5.33080     
  3714.14        9.62968        5.33379     
  3717.14        9.63926        5.33678     
  3720.18        9.64889        5.33975     
  3723.23        9.65851        5.34272     
  3726.31        9.66816        5.34567     
  3729.49        9.67793        5.34862     
  3732.60        9.68757        5.35155     
  3163.43        6.82198        3.28393     
  3168.34        7.62059        4.39371     
  3173.38        7.63870        4.39944     
  3182.78        7.68052        4.41779     
  3190.50        7.71284        4.43143     
  3195.36        7.72986        4.43693     
  3200.18        7.74670        4.44238     
  3204.97        7.76339        4.44778     
  3209.73        7.77990        4.45312     
  3214.46        7.79624        4.45841     
  3219.16        7.81243        4.46366     
  3223.83        7.82845        4.46885     
  3228.46        7.84430        4.47398     
  3233.07        7.86007        4.47910     
  3237.65        7.87566        4.48415     
  3242.21        7.89116        4.48917     
  3246.73        7.90650        4.49414     
  3251.23        7.92171        4.49907     
  3255.71        7.93679        4.50395     
  3260.16        7.95176        4.50879     
  3264.57        7.96665        4.51361     
  3268.97        7.98140        4.51837     
  3273.35        7.99603        4.52309     
  3277.70        8.01054        4.52778     
  3282.03        8.02498        4.53243     
  3286.33        8.03929        4.53705     
  3290.62        8.05349        4.54161     
  3294.88        8.06761        4.54616     
  3299.12        8.08166        4.55068     
  3303.38        8.09591        4.55524     
  3307.67        8.11027        4.55980     
  3311.88        8.12436        4.56433     
  3316.17        8.13871        4.56885     
  3320.36        8.15260        4.57329     
  3324.52        8.16638        4.57769     
  3328.67        8.18003        4.58203     
  3332.76        8.19349        4.58634     
  3336.89        8.20711        4.59067     
  3340.94        8.22036        4.59490     
  3345.04        8.23388        4.59920     
  3349.07        8.24706        4.60340     
  3353.08        8.26013        4.60756     
  3357.06        8.27312        4.61170     
  3361.03        8.28603        4.61580     
  3364.98        8.29882        4.61987     
  3368.91        8.31154        4.62391     
  3372.81        8.32418        4.62793     
  3376.70        8.33674        4.63192     
  3380.57        8.34923        4.63588     
  3384.43        8.36166        4.63982     
  3388.27        8.37402        4.64373     
  3392.09        8.38628        4.64762     
  3395.89        8.39850        4.65148     
  3399.69        8.41070        4.65533     
  3403.47        8.42280        4.65916     
  3407.23        8.43484        4.66296     
  3410.98        8.44681        4.66673     
  3414.70        8.45869        4.67047     
  3418.41        8.47052        4.67419     
  3422.11        8.48229        4.67789     
  3425.79        8.49401        4.68157     
  3429.46        8.50568        4.68524     
  3433.12        8.51730        4.68888     
  3436.76        8.52887        4.69251     
  3440.39        8.54038        4.69612     
  3444.01        8.55184        4.69970     
  3447.61        8.56323        4.70327     
  3451.20        8.57456        4.70681     
  3454.77        8.58584        4.71033     
  3458.34        8.59709        4.71384     
  3461.91        8.60834        4.71735     
  3465.46        8.61953        4.72084     
  3468.98        8.63062        4.72431     
  3472.50        8.64168        4.72775     
  3476.00        8.65268        4.73117     
  3479.49        8.66363        4.73459     
  3486.51        8.70101        4.76464     
  3489.96        8.71169        4.76809     
  3493.49        8.72265        4.77168     
  3496.94        8.73331        4.77514     
  3500.44        8.74410        4.77864     
  3503.89        8.75477        4.78209     
  3507.34        8.76539        4.78553     
  3510.80        8.77600        4.78893     
  3514.23        8.78654        4.79233     
  3517.65        8.79704        4.79571     
  3521.08        8.80753        4.79908     
  3579.63        9.05168        4.96106     
  3697.83        9.57466        5.31346     
  3700.82        9.58436        5.31652     
  3703.84        9.59409        5.31957     
  3706.84        9.60376        5.32261     
  3709.84        9.61342        5.32563     
  3712.85        9.62305        5.32864     
  3715.85        9.63266        5.33164     
  3718.91        9.64234        5.33463     
  3721.97        9.65197        5.33760     
  3725.08        9.66168        5.34056     
  3728.25        9.67145        5.34352     
  3731.40        9.68116        5.34647     
  3161.52        6.81297        3.27957     
  3166.46        7.61020        4.38734     
  3171.51        7.62841        4.39310     
  3181.82        7.67587        4.41422     
  3188.67        7.70315        4.42523     
  3193.54        7.72025        4.43076     
  3198.38        7.73728        4.43627     
  3203.19        7.75401        4.44168     
  3207.96        7.77046        4.44701     
  3212.70        7.78697        4.45237     
  3217.42        7.80314        4.45760     
  3222.10        7.81934        4.46286     
  3226.75        7.83526        4.46802     
  3231.37        7.85110        4.47316     
  3235.96        7.86673        4.47823     
  3240.53        7.88229        4.48328     
  3245.07        7.89768        4.48826     
  3249.58        7.91295        4.49321     
  3254.07        7.92813        4.49813     
  3258.53        7.94311        4.50297     
  3262.96        7.95806        4.50782     
  3267.37        7.97284        4.51260     
  3271.76        7.98753        4.51734     
  3276.12        8.00208        4.52204     
  3280.46        8.01655        4.52671     
  3284.78        8.03079        4.53127     
  3289.07        8.04520        4.53595     
  3293.35        8.05918        4.54041     
  3297.59        8.07345        4.54504     
  3301.81        8.08741        4.54953     
  3306.12        8.10193        4.55414     
  3310.39        8.11618        4.55868     
  3314.64        8.13039        4.56321     
  3318.81        8.14414        4.56760     
  3322.98        8.15797        4.57203     
  3327.14        8.17177        4.57642     
  3331.28        8.18548        4.58080     
  3335.44        8.19924        4.58516     
  3339.49        8.21246        4.58939     
  3343.59        8.22599        4.59369     
  3347.63        8.23921        4.59791     
  3351.65        8.25234        4.60209     
  3355.65        8.26536        4.60624     
  3359.60        8.27814        4.61031     
  3363.58        8.29115        4.61445     
  3367.52        8.30391        4.61850     
  3371.44        8.31659        4.62253     
  3375.33        8.32918        4.62654     
  3379.21        8.34170        4.63051     
  3383.08        8.35418        4.63446     
  3386.93        8.36658        4.63838     
  3390.75        8.37886        4.64229     
  3394.57        8.39115        4.64617     
  3398.37        8.40334        4.65003     
  3402.16        8.41547        4.65385     
  3405.92        8.42754        4.65767     
  3409.68        8.43956        4.66146     
  3413.41        8.45148        4.66522     
  3417.13        8.46333        4.66895     
  3420.84        8.47514        4.67266     
  3424.52        8.48689        4.67635     
  3428.21        8.49862        4.68005     
  3431.86        8.51022        4.68368     
  3435.51        8.52182        4.68732     
  3439.15        8.53336        4.69093     
  3442.77        8.54484        4.69453     
  3446.38        8.55626        4.69811     
  3449.98        8.56764        4.70166     
  3453.57        8.57897        4.70521     
  3457.13        8.59023        4.70873     
  3460.70        8.60148        4.71225     
  3464.25        8.61265        4.71572     
  3467.78        8.62376        4.71917     
  3471.33        8.63489        4.72261     
  3474.83        8.64591        4.72606     
  3478.34        8.65694        4.72951     
  3485.29        8.69439        4.75952     
  3488.77        8.70515        4.76301     
  3492.29        8.71601        4.76653     
  3495.75        8.72674        4.77002     
  3499.24        8.73750        4.77350     
  3502.71        8.74819        4.77696     
  3506.15        8.75884        4.78042     
  3509.64        8.76962        4.78394     
  3513.02        8.77998        4.78724     
  3516.47        8.79054        4.79063     
  3519.88        8.80104        4.79402     
  3547.28        8.91227        4.86580     
  3678.54        9.48464        5.25134     
  3699.51        9.57763        5.31132     
  3702.53        9.58738        5.31438     
  3705.65        9.59726        5.31744     
  3708.82        9.60721        5.32048     
  3711.63        9.61652        5.32348     
  3715.01        9.62675        5.32652     
  3717.67        9.63579        5.32949     
  3720.73        9.64545        5.33247     
  3723.87        9.65522        5.33545     
  3727.05        9.66502        5.33842     
  3730.21        9.67477        5.34137     
  3159.60        6.80388        3.27518     
  3164.56        7.59974        4.38095     
  3169.64        7.61806        4.38674     
  3178.93        7.65999        4.40490     
  3186.82        7.69332        4.41899     
  3191.72        7.71073        4.42461     
  3196.57        7.72773        4.43011     
  3201.39        7.74455        4.43556     
  3206.18        7.76114        4.44094     
  3210.94        7.77769        4.44631     
  3215.67        7.79393        4.45157     
  3220.36        7.81017        4.45684     
  3225.03        7.82622        4.46206     
  3229.66        7.84207        4.46720     
  3234.27        7.85780        4.47230     
  3238.85        7.87342        4.47737     
  3243.40        7.88885        4.48238     
  3247.92        7.90420        4.48735     
  3252.42        7.91935        4.49226     
  3256.89        7.93447        4.49717     
  3261.34        7.94945        4.50202     
  3265.76        7.96426        4.50681     
  3270.16        7.97904        4.51160     
  3274.53        7.99362        4.51630     
  3278.88        8.00814        4.52099     
  3283.21        8.02258        4.52566     
  3287.51        8.03685        4.53025     
  3291.79        8.05110        4.53485     
  3296.05        8.06520        4.53938     
  3300.29        8.07922        4.54390     
  3304.57        8.09354        4.54847     
  3308.85        8.10784        4.55302     
  3313.08        8.12194        4.55753     
  3317.30        8.13596        4.56199     
  3321.47        8.14981        4.56643     
  3325.65        8.16366        4.57084     
  3329.75        8.17716        4.57518     
  3333.92        8.19099        4.57957     
