|6.6.6
peridotite_stx11_2.tab                                                                              
           2
P(bar)  
   10.000000000000000     
   1515.0505050505051     
         100
T(K)    
   800.00000000000000     
   14.141414141414142     
         100
          18
P(bar)         T(K)           O              Cpx            Cpx            ab             an             q              Opx            Sp             Gt             Gt             ky             cor            c2/c           Ring           Wad            st            
  140910.        913.131                 NaN   5.22127                 NaN            NaN            NaN            NaN            NaN            NaN   18.5498                 NaN            NaN            NaN            NaN   71.6485                 NaN   4.58041     
  142425.        913.131                 NaN   4.17127                 NaN            NaN            NaN            NaN            NaN            NaN   18.6817                 NaN            NaN            NaN            NaN   72.3379                 NaN   4.80911     
  143940.        913.131                 NaN   3.04690                 NaN            NaN            NaN            NaN            NaN            NaN   18.8307                 NaN            NaN            NaN            NaN   73.0698                 NaN   5.05257     
  145455.        913.131                 NaN  0.778498                 NaN            NaN            NaN            NaN            NaN            NaN   18.9698                 NaN            NaN            NaN            NaN   74.6668                 NaN   5.58483     
  146970.        913.131                 NaN  0.831731                 NaN            NaN            NaN            NaN            NaN            NaN   19.0950                 NaN            NaN            NaN            NaN   74.5333                 NaN   5.53999     
  148485.        913.131                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   19.1757                 NaN            NaN            NaN            NaN   75.0965                 NaN   5.72785     
  150000.        913.131                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   19.1221                 NaN            NaN            NaN            NaN   75.1353                 NaN   5.74263     
  10.0000        927.273        75.4603        3.65919                 NaN   1.14498        13.0927        6.64278                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.05        927.273        63.5237        3.77114                 NaN   1.05690        12.9595                 NaN   18.6887                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3040.10        927.273        63.4535        3.94234                 NaN  0.911660        12.8527                 NaN   18.8397                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4555.15        927.273        63.3561        4.21305                 NaN  0.760613        12.6693                 NaN   19.0010                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6070.20        927.273        63.2158        4.60266                 NaN  0.534618        12.4282                 NaN   19.2187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7585.25        927.273        62.9417        4.86968       0.736217                 NaN   12.0824                 NaN   19.3700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9100.30        927.273        59.5072        10.9355                 NaN            NaN            NaN            NaN   14.7719                 NaN   14.7854                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10615.4        927.273        59.5154        10.9688                 NaN            NaN            NaN            NaN   14.5540                 NaN   14.9618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12130.4        927.273        59.5191        11.0119                 NaN            NaN            NaN            NaN   14.4540                 NaN   15.0151                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13645.5        927.273        59.5238        11.0325                 NaN            NaN            NaN            NaN   14.3188                 NaN   15.1248                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15160.5        927.273        59.5324        11.0158                 NaN            NaN            NaN            NaN   14.1325                 NaN   15.3193                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16675.6        927.273        59.5379        11.0544                 NaN            NaN            NaN            NaN   13.9578                 NaN   15.4499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18190.6        927.273        59.5347        11.1063                 NaN            NaN            NaN            NaN   13.9766                 NaN   15.3824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  19705.7        927.273        59.5419        11.1215                 NaN            NaN            NaN            NaN   13.7845                 NaN   15.5522                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  21220.7        927.273        59.5490        11.1490                 NaN            NaN            NaN            NaN   13.6060                 NaN   15.6959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  22735.8        927.273        59.5499        11.1743                 NaN            NaN            NaN            NaN   13.5358                 NaN   15.7400                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  24250.8        927.273        59.5488        11.2025                 NaN            NaN            NaN            NaN   13.5246                 NaN   15.7241                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  25765.9        927.273        59.5480        11.2343                 NaN            NaN            NaN            NaN   13.4862                 NaN   15.7315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  27280.9        927.273        59.5498        11.2538                 NaN            NaN            NaN            NaN   13.4054                 NaN   15.7910                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  28796.0        927.273        59.5516        11.2633                 NaN            NaN            NaN            NaN   13.3235                 NaN   15.8616                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  30311.0        927.273        59.5522        11.2915                 NaN            NaN            NaN            NaN   13.2783                 NaN   15.8780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  31826.1        927.273        59.5507        11.3276                 NaN            NaN            NaN            NaN   13.2440                 NaN   15.8777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  33341.1        927.273        59.5505        11.3514                 NaN            NaN            NaN            NaN   13.1993                 NaN   15.8989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  34856.2        927.273        59.5494        11.3587                 NaN            NaN            NaN            NaN   13.1883                 NaN   15.9036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  36371.2        927.273        59.5510        11.3932                 NaN            NaN            NaN            NaN   13.1191                 NaN   15.9367                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  37886.3        927.273        59.5491        11.4233                 NaN            NaN            NaN            NaN   13.0757                 NaN   15.9520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  39401.3        927.273        59.5477        11.4514                 NaN            NaN            NaN            NaN   13.0475                 NaN   15.9534                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  40916.4        927.273        59.5465        11.4688                 NaN            NaN            NaN            NaN   13.0262                 NaN   15.9586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  42431.4        927.273        59.5459        11.4731                 NaN            NaN            NaN            NaN   13.0072                 NaN   15.9738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  43946.5        927.273        59.5450        11.5171                 NaN            NaN            NaN            NaN   12.9538                 NaN   15.9841                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  45461.5        927.273        59.5445        11.5476                 NaN            NaN            NaN            NaN   12.9071                 NaN   16.0007                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  46976.6        927.273        59.5430        11.5566                 NaN            NaN            NaN            NaN   12.8993                 NaN   16.0011                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  48491.6        927.273        59.5420        11.5765                 NaN            NaN            NaN            NaN   12.8687                 NaN   16.0128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  50006.7        927.273        59.5421        11.5752                 NaN            NaN            NaN            NaN   12.8521                 NaN   16.0305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  51521.7        927.273        59.5399        11.6244                 NaN            NaN            NaN            NaN   12.8030                 NaN   16.0327                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53036.8        927.273        59.5389        11.6379                 NaN            NaN            NaN            NaN   12.7794                 NaN   16.0438                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54551.8        927.273        59.5363        11.6504                 NaN            NaN            NaN            NaN   12.7652                 NaN   16.0482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56066.9        927.273        59.5324        11.5793                 NaN            NaN            NaN            NaN   12.8217                 NaN   16.0667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57581.9        927.273        59.5341        11.6912                 NaN            NaN            NaN            NaN   12.7011                 NaN   16.0736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59097.0        927.273        59.5303        11.6045                 NaN            NaN            NaN            NaN   12.7732                 NaN   16.0921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60612.0        927.273        59.5293        11.6825                 NaN            NaN            NaN            NaN   12.6890                 NaN   16.0992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62127.1        927.273        59.5278        11.6984                 NaN            NaN            NaN            NaN   12.6655                 NaN   16.1082                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63642.1        927.273        59.5283        11.7457                 NaN            NaN            NaN            NaN   12.6131                 NaN   16.1130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  65157.2        927.273        59.5279        11.7601                 NaN            NaN            NaN            NaN   12.5814                 NaN   16.1306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  66672.2        927.273        59.5259        11.7839                 NaN            NaN            NaN            NaN   12.5531                 NaN   16.1371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  68187.3        927.273        59.5245        11.7872                 NaN            NaN            NaN            NaN   12.5314                 NaN   16.1569                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  69702.3        927.273        59.5239        11.8200                 NaN            NaN            NaN            NaN   12.4870                 NaN   16.1692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  71217.4        927.273        59.5221        11.8338                 NaN            NaN            NaN            NaN   12.4591                 NaN   16.1849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  72732.4        927.273        59.5211        11.8486                 NaN            NaN            NaN            NaN   12.4208                 NaN   16.2095                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  74247.5        927.273        59.5197        11.8614                 NaN            NaN            NaN            NaN   12.3954                 NaN   16.2235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  75762.5        927.273        59.6033        11.9232                 NaN            NaN            NaN            NaN   6.88794                 NaN   16.2632                 NaN            NaN            NaN   5.32244                 NaN            NaN            NaN
  77277.6        927.273        59.7104        11.9135                 NaN            NaN            NaN            NaN            NaN            NaN   16.3251                 NaN            NaN            NaN   12.0511                 NaN            NaN            NaN
  78792.6        927.273        59.7084        11.8697                 NaN            NaN            NaN            NaN            NaN            NaN   16.3437                 NaN            NaN            NaN   12.0782                 NaN            NaN            NaN
  80307.7        927.273        59.7071        11.8160                 NaN            NaN            NaN            NaN            NaN            NaN   16.3623                 NaN            NaN            NaN   12.1146                 NaN            NaN            NaN
  81822.7        927.273        59.7060        11.7437                 NaN            NaN            NaN            NaN            NaN            NaN   16.3901                 NaN            NaN            NaN   12.1602                 NaN            NaN            NaN
  83337.8        927.273        59.7039        11.7175                 NaN            NaN            NaN            NaN            NaN            NaN   16.3971                 NaN            NaN            NaN   12.1815                 NaN            NaN            NaN
  84852.8        927.273        59.7030        11.6534                 NaN            NaN            NaN            NaN            NaN            NaN   16.4251                 NaN            NaN            NaN   12.2186                 NaN            NaN            NaN
  86367.9        927.273        59.7014        11.6312                 NaN            NaN            NaN            NaN            NaN            NaN   16.4476                 NaN            NaN            NaN   12.2199                 NaN            NaN            NaN
  87882.9        927.273        59.6997        11.6056                 NaN            NaN            NaN            NaN            NaN            NaN   16.4779                 NaN            NaN            NaN   12.2168                 NaN            NaN            NaN
  89398.0        927.273        59.6970        11.5156                 NaN            NaN            NaN            NaN            NaN            NaN   16.5001                 NaN            NaN            NaN   12.2874                 NaN            NaN            NaN
  90913.0        927.273        59.6954        11.4563                 NaN            NaN            NaN            NaN            NaN            NaN   16.5294                 NaN            NaN            NaN   12.3188                 NaN            NaN            NaN
  92428.1        927.273        59.6960        11.4236                 NaN            NaN            NaN            NaN            NaN            NaN   16.5629                 NaN            NaN            NaN   12.3174                 NaN            NaN            NaN
  93943.1        927.273        59.6926        11.3538                 NaN            NaN            NaN            NaN            NaN            NaN   16.5967                 NaN            NaN            NaN   12.3568                 NaN            NaN            NaN
  95458.2        927.273        59.6913        11.3051                 NaN            NaN            NaN            NaN            NaN            NaN   16.6329                 NaN            NaN            NaN   12.3707                 NaN            NaN            NaN
  96973.2        927.273        59.6901        11.2950                 NaN            NaN            NaN            NaN            NaN            NaN   16.6735                 NaN            NaN            NaN   12.3414                 NaN            NaN            NaN
  98488.3        927.273        59.6892        11.2353                 NaN            NaN            NaN            NaN            NaN            NaN   16.7280                 NaN            NaN            NaN   12.3475                 NaN            NaN            NaN
  100003.        927.273        59.6881        11.1724                 NaN            NaN            NaN            NaN            NaN            NaN   16.7791                 NaN            NaN            NaN   12.3605                 NaN            NaN            NaN
  101518.        927.273        59.6866        11.0926                 NaN            NaN            NaN            NaN            NaN            NaN   16.8129                 NaN            NaN            NaN   12.4079                 NaN            NaN            NaN
  103033.        927.273        59.6857        11.1415                 NaN            NaN            NaN            NaN            NaN            NaN   16.7602                 NaN            NaN            NaN   12.4126                 NaN            NaN            NaN
  104548.        927.273        58.3192        10.9540                 NaN            NaN            NaN            NaN            NaN            NaN   16.8776                 NaN            NaN            NaN   12.5198        1.32941                 NaN            NaN
  106064.        927.273        56.0927        10.8768                 NaN            NaN            NaN            NaN            NaN            NaN   16.9400                 NaN            NaN            NaN   12.5983        3.49206                 NaN            NaN
  107579.        927.273        54.3749        10.8104                 NaN            NaN            NaN            NaN            NaN            NaN   16.9589                 NaN            NaN            NaN   12.6943        5.16153                 NaN            NaN
  109094.        927.273        52.6723        10.7346                 NaN            NaN            NaN            NaN            NaN            NaN   16.9774                 NaN            NaN            NaN   12.7991        6.81657                 NaN            NaN
  110609.        927.273        51.0674        10.6708                 NaN            NaN            NaN            NaN            NaN            NaN   17.0208                 NaN            NaN            NaN   12.8638        8.37723                 NaN            NaN
  112124.        927.273        49.3563        10.5956                 NaN            NaN            NaN            NaN            NaN            NaN   17.0439                 NaN            NaN            NaN   12.9625        10.0417                 NaN            NaN
  113639.        927.273        47.2375        10.5223                 NaN            NaN            NaN            NaN            NaN            NaN   17.0652                 NaN            NaN            NaN   13.0736        12.1015                 NaN            NaN
  115154.        927.273                 NaN   10.6326                 NaN            NaN            NaN            NaN            NaN            NaN   17.3879                 NaN            NaN            NaN   13.6055                 NaN   58.3741                 NaN
  116669.        927.273                 NaN   10.5860                 NaN            NaN            NaN            NaN            NaN            NaN   17.4705                 NaN            NaN            NaN   13.5655                 NaN   58.3780                 NaN
  118184.        927.273                 NaN   10.5120                 NaN            NaN            NaN            NaN            NaN            NaN   17.5627                 NaN            NaN            NaN   13.5428                 NaN   58.3824                 NaN
  119699.        927.273                 NaN   10.4195                 NaN            NaN            NaN            NaN            NaN            NaN   17.5505                 NaN            NaN            NaN   13.6483       0.491824        57.8898                 NaN
  121214.        927.273                 NaN   10.3540                 NaN            NaN            NaN            NaN            NaN            NaN   17.6684                 NaN            NaN            NaN   13.6168        3.75095        54.6098                 NaN
  122729.        927.273                 NaN   10.2682                 NaN            NaN            NaN            NaN            NaN            NaN   17.7068                 NaN            NaN            NaN   13.6997        8.59212        49.7332                 NaN
  124244.        927.273                 NaN   10.1797                 NaN            NaN            NaN            NaN            NaN            NaN   17.7221                 NaN            NaN            NaN   13.8158        14.3168        43.9655                 NaN
  125759.        927.273                 NaN   10.1329                 NaN            NaN            NaN            NaN            NaN            NaN   17.7366                 NaN            NaN            NaN   13.8924        20.2412        37.9969                 NaN
  127274.        927.273                 NaN   10.0164                 NaN            NaN            NaN            NaN            NaN            NaN   17.8241                 NaN            NaN            NaN   13.9399        23.2073        35.0123                 NaN
  128789.        927.273                 NaN   9.93758                 NaN            NaN            NaN            NaN            NaN            NaN   17.8870                 NaN            NaN            NaN   14.0066        29.9169        28.2520                 NaN
  130304.        927.273                 NaN   9.85382                 NaN            NaN            NaN            NaN            NaN            NaN   17.9539                 NaN            NaN            NaN   14.0586        35.0218        23.1118                 NaN
  131819.        927.273                 NaN   9.76634                 NaN            NaN            NaN            NaN            NaN            NaN   18.0094                 NaN            NaN            NaN   14.1287        40.4451        17.6506                 NaN
  133334.        927.273                 NaN   9.68226                 NaN            NaN            NaN            NaN            NaN            NaN   18.0754                 NaN            NaN            NaN   14.1818        45.5984        12.4621                 NaN
  134849.        927.273                 NaN   9.27382                 NaN            NaN            NaN            NaN            NaN            NaN   18.3096                 NaN            NaN            NaN            NaN   50.9881        17.8383        3.59031     
  136365.        927.273                 NaN   8.74756                 NaN            NaN            NaN            NaN            NaN            NaN   18.3238                 NaN            NaN            NaN            NaN   62.3990        6.78793        3.74169     
  137880.        927.273                 NaN   7.90914                 NaN            NaN            NaN            NaN            NaN            NaN   18.3968                 NaN            NaN            NaN            NaN   69.7466                 NaN   3.94749     
  139395.        927.273                 NaN   6.79767                 NaN            NaN            NaN            NaN            NaN            NaN   18.5176                 NaN            NaN            NaN            NaN   70.4905                 NaN   4.19426     
  140910.        927.273                 NaN   5.72296                 NaN            NaN            NaN            NaN            NaN            NaN   18.6823                 NaN            NaN            NaN            NaN   71.1740                 NaN   4.42080     
  142425.        927.273                 NaN   4.64140                 NaN            NaN            NaN            NaN            NaN            NaN   18.6961                 NaN            NaN            NaN            NaN   71.9747                 NaN   4.68779     
  143940.        927.273                 NaN   3.50352                 NaN            NaN            NaN            NaN            NaN            NaN   18.9290                 NaN            NaN            NaN            NaN   72.6544                 NaN   4.91307     
  145455.        927.273                 NaN   2.30987                 NaN            NaN            NaN            NaN            NaN            NaN   19.0128                 NaN            NaN            NaN            NaN   73.4867                 NaN   5.19060     
  146970.        927.273                 NaN   1.22859                 NaN            NaN            NaN            NaN            NaN            NaN   19.1012                 NaN            NaN            NaN            NaN   74.2312                 NaN   5.43901     
  148485.        927.273                 NaN  0.263891                 NaN            NaN            NaN            NaN            NaN            NaN   19.1986                 NaN            NaN            NaN            NaN   74.8817                 NaN   5.65584     
  150000.        927.273                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   19.1765                 NaN            NaN            NaN            NaN   75.0951                 NaN   5.72841     
  10.0000        941.414        75.4614        3.67089                 NaN   1.14059        13.0883        6.63888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.05        941.414        63.5489        3.69195                 NaN   1.09331        12.9916                 NaN   18.6742                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3040.10        941.414        63.4873        3.87416                 NaN  0.983005        12.8712                 NaN   18.7843                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4555.15        941.414        63.3494        4.22804                 NaN  0.754900        12.6443                 NaN   19.0234                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6070.20        941.414        63.2063        4.63147                 NaN  0.514219        12.4070                 NaN   19.2410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7585.25        941.414        62.9180        4.95803       0.688444                 NaN   12.0040                 NaN   19.4315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9100.30        941.414        59.5050        10.9621                 NaN            NaN            NaN            NaN   14.8434                 NaN   14.6895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10615.4        941.414        59.5094        11.0077                 NaN            NaN            NaN            NaN   14.6931                 NaN   14.7898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12130.4        941.414        59.5149        11.0187                 NaN            NaN            NaN            NaN   14.5895                 NaN   14.8769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13645.5        941.414        59.5262        11.0342                 NaN            NaN            NaN            NaN   14.3157                 NaN   15.1239                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15160.5        941.414        59.5337        11.0060                 NaN            NaN            NaN            NaN   14.1527                 NaN   15.3077                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16675.6        941.414        59.5216        11.1319                 NaN            NaN            NaN            NaN   14.3165                 NaN   15.0299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18190.6        941.414        59.5316        11.1166                 NaN            NaN            NaN            NaN   14.0809                 NaN   15.2709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  19705.7        941.414        59.5412        11.1034                 NaN            NaN            NaN            NaN   13.8779                 NaN   15.4775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  21220.7        941.414        59.5457        11.1234                 NaN            NaN            NaN            NaN   13.7353                 NaN   15.5955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  22735.8        941.414        59.5443        11.1755                 NaN            NaN            NaN            NaN   13.7163                 NaN   15.5639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  24250.8        941.414        59.5483        11.1926                 NaN            NaN            NaN            NaN   13.5823                 NaN   15.6768                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  25765.9        941.414        59.5476        11.2322                 NaN            NaN            NaN            NaN   13.5408                 NaN   15.6794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  27280.9        941.414        59.5501        11.2376                 NaN            NaN            NaN            NaN   13.4494                 NaN   15.7630                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  28796.0        941.414        59.5510        11.2580                 NaN            NaN            NaN            NaN   13.3698                 NaN   15.8212                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  30311.0        941.414        59.5498        11.2965                 NaN            NaN            NaN            NaN   13.3466                 NaN   15.8070                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  31826.1        941.414        59.5509        11.3219                 NaN            NaN            NaN            NaN   13.2721                 NaN   15.8551                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  33341.1        941.414        59.5515        11.3452                 NaN            NaN            NaN            NaN   13.2147                 NaN   15.8886                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  34856.2        941.414        59.5514        11.3458                 NaN            NaN            NaN            NaN   13.2023                 NaN   15.9005                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  36371.2        941.414        59.5514        11.3863                 NaN            NaN            NaN            NaN   13.1365                 NaN   15.9259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  37886.3        941.414        59.5492        11.4183                 NaN            NaN            NaN            NaN   13.1161                 NaN   15.9165                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  39401.3        941.414        59.5495        11.4213                 NaN            NaN            NaN            NaN   13.0832                 NaN   15.9460                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  40916.4        941.414        59.5480        11.4583                 NaN            NaN            NaN            NaN   13.0446                 NaN   15.9491                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  42431.4        941.414        59.5483        11.4588                 NaN            NaN            NaN            NaN   13.0194                 NaN   15.9734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  43946.5        941.414        59.5472        11.4972                 NaN            NaN            NaN            NaN   12.9772                 NaN   15.9784                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  45461.5        941.414        59.5456        11.5295                 NaN            NaN            NaN            NaN   12.9399                 NaN   15.9849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  46976.6        941.414        59.5452        11.5406                 NaN            NaN            NaN            NaN   12.9156                 NaN   15.9985                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  48491.6        941.414        59.5434        11.5698                 NaN            NaN            NaN            NaN   12.8813                 NaN   16.0056                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  50006.7        941.414        59.5444        11.5670                 NaN            NaN            NaN            NaN   12.8561                 NaN   16.0326                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  51521.7        941.414        59.5416        11.6199                 NaN            NaN            NaN            NaN   12.8127                 NaN   16.0258                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53036.8        941.414        59.5387        11.5750                 NaN            NaN            NaN            NaN   12.8437                 NaN   16.0425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54551.8        941.414        59.5372        11.5770                 NaN            NaN            NaN            NaN   12.8305                 NaN   16.0554                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56066.9        941.414        59.5346        11.5523                 NaN            NaN            NaN            NaN   12.8452                 NaN   16.0678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57581.9        941.414        59.5371        11.6683                 NaN            NaN            NaN            NaN   12.7147                 NaN   16.0799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59097.0        941.414        59.5338        11.6535                 NaN            NaN            NaN            NaN   12.7210                 NaN   16.0917                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60612.0        941.414        59.5305        11.6741                 NaN            NaN            NaN            NaN   12.6926                 NaN   16.1028                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62127.1        941.414        59.5318        11.6852                 NaN            NaN            NaN            NaN   12.6739                 NaN   16.1091                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63642.1        941.414        59.5317        11.7221                 NaN            NaN            NaN            NaN   12.6236                 NaN   16.1225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  65157.2        941.414        59.5311        11.7403                 NaN            NaN            NaN            NaN   12.5901                 NaN   16.1385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  66672.2        941.414        59.5297        11.7857                 NaN            NaN            NaN            NaN   12.5448                 NaN   16.1398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  68187.3        941.414        59.5289        11.8567                 NaN            NaN            NaN            NaN   12.4670                 NaN   16.1474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  69702.3        941.414        59.5268        11.8151                 NaN            NaN            NaN            NaN   12.4877                 NaN   16.1704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  71217.4        941.414        59.5259        11.8464                 NaN            NaN            NaN            NaN   12.4408                 NaN   16.1869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  72732.4        941.414        59.5254        11.8552                 NaN            NaN            NaN            NaN   12.4163                 NaN   16.2030                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  74247.5        941.414        59.5242        11.8668                 NaN            NaN            NaN            NaN   12.3819                 NaN   16.2271                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  75762.5        941.414        59.5231        11.8865                 NaN            NaN            NaN            NaN   12.3399                 NaN   16.2505                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  77277.6        941.414        59.7125        11.9112                 NaN            NaN            NaN            NaN            NaN            NaN   16.3297                 NaN            NaN            NaN   12.0466                 NaN            NaN            NaN
  78792.6        941.414        59.7109        11.8872                 NaN            NaN            NaN            NaN            NaN            NaN   16.3530                 NaN            NaN            NaN   12.0489                 NaN            NaN            NaN
  80307.7        941.414        59.7090        11.8313                 NaN            NaN            NaN            NaN            NaN            NaN   16.3823                 NaN            NaN            NaN   12.0774                 NaN            NaN            NaN
  81822.7        941.414        59.7083        11.7827                 NaN            NaN            NaN            NaN            NaN            NaN   16.4144                 NaN            NaN            NaN   12.0947                 NaN            NaN            NaN
  83337.8        941.414        59.7066        11.7315                 NaN            NaN            NaN            NaN            NaN            NaN   16.4273                 NaN            NaN            NaN   12.1345                 NaN            NaN            NaN
  84852.8        941.414        59.7043        11.6901                 NaN            NaN            NaN            NaN            NaN            NaN   16.4314                 NaN            NaN            NaN   12.1742                 NaN            NaN            NaN
  86367.9        941.414        59.7029        11.6357                 NaN            NaN            NaN            NaN            NaN            NaN   16.4697                 NaN            NaN            NaN   12.1917                 NaN            NaN            NaN
  87882.9        941.414        59.7004        11.6086                 NaN            NaN            NaN            NaN            NaN            NaN   16.4779                 NaN            NaN            NaN   12.2130                 NaN            NaN            NaN
  89398.0        941.414        59.6988        11.5531                 NaN            NaN            NaN            NaN            NaN            NaN   16.5128                 NaN            NaN            NaN   12.2352                 NaN            NaN            NaN
