|6.6.6
dunite_hpha02_2.tab                                                                                 
           2
P(bar)  
   10.000000000000000     
   1515.0505050505051     
         100
T(K)    
   800.00000000000000     
   14.141414141414142     
         100
          25
P(bar)         T(K)           Opx(HP)        Pl(h)          O(HP)          di             ru             sph            abL            diL            enL            anL            foGL           Sp(JR)         usp            faL            faGL           jd             Gt(HP)         ilm            ne             geik           ilm_nol        stv            ab            
  74247.5        1648.48        9.75501                 NaN   88.9189       0.250581                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643802       0.418693                 NaN            NaN  0.130002E-001            NaN            NaN            NaN
  75762.5        1648.48        9.74852                 NaN   88.9207       0.247324                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643827       0.426667                 NaN            NaN  0.130041E-001            NaN            NaN            NaN
  77277.6        1648.48        9.74667                 NaN   88.9220       0.244820                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643850       0.429625                 NaN            NaN  0.130079E-001            NaN            NaN            NaN
  78792.6        1648.48        9.74015                 NaN   88.9238       0.241764                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643875       0.437422                 NaN            NaN  0.130117E-001            NaN            NaN            NaN
  80307.7        1648.48        9.73364                 NaN   88.9255       0.239110                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643899       0.444854                 NaN            NaN  0.130155E-001            NaN            NaN            NaN
  81822.7        1648.48        9.72773                 NaN   88.9271       0.235938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643923       0.452249                 NaN            NaN  0.130192E-001            NaN            NaN            NaN
  83337.8        1648.48        9.72358                 NaN   88.9287       0.233309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643945       0.457478                 NaN            NaN  0.130229E-001            NaN            NaN            NaN
  84852.8        1648.48        9.72211                 NaN   88.9300       0.232456                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643967       0.458445                 NaN            NaN  0.130266E-001            NaN            NaN            NaN
  86367.9        1648.48        9.71806                 NaN   88.9315       0.229173                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643989       0.464219                 NaN            NaN  0.130302E-001            NaN            NaN            NaN
  87882.9        1648.48        9.71676                 NaN   88.9328       0.228279                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644009       0.465154                 NaN            NaN  0.130338E-001            NaN            NaN            NaN
  89398.0        1648.48        9.71296                 NaN   88.9342       0.225672                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644031       0.470102                 NaN            NaN  0.130374E-001            NaN            NaN            NaN
  90913.0        1648.48        9.71222                 NaN   88.9355       0.223593                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644052       0.471562                 NaN            NaN  0.130409E-001            NaN            NaN            NaN
  92428.1        1648.48        9.70799                 NaN   88.9370       0.221457                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644073       0.476439                 NaN            NaN  0.130445E-001            NaN            NaN            NaN
  93943.1        1648.48        9.70582                 NaN   88.9383       0.219100                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644094       0.479607                 NaN            NaN  0.130479E-001            NaN            NaN            NaN
  95458.2        1648.48        9.70375                 NaN   88.9396       0.216726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644114       0.482776                 NaN            NaN  0.130514E-001            NaN            NaN            NaN
  96973.2        1648.48        9.70195                 NaN   88.9408       0.214890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644134       0.485138                 NaN            NaN  0.130548E-001            NaN            NaN            NaN
  98488.3        1648.48        9.69934                 NaN   88.9421       0.213433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644154       0.487911                 NaN            NaN  0.130583E-001            NaN            NaN            NaN
  100003.        1648.48        9.69735                 NaN   88.9434       0.211311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644174       0.490672                 NaN            NaN  0.130616E-001            NaN            NaN            NaN
  101518.        1648.48        9.69586                 NaN   88.9446       0.209491                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644193       0.492754                 NaN            NaN  0.130650E-001            NaN            NaN            NaN
  103033.        1648.48        9.69463                 NaN   88.9458       0.207892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644212       0.494423                 NaN            NaN  0.130683E-001            NaN            NaN            NaN
  104548.        1648.48        9.69327                 NaN   88.9470       0.206023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644231       0.496454                 NaN            NaN  0.130716E-001            NaN            NaN            NaN
  106064.        1648.48        9.69303                 NaN   88.9481       0.204302                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644250       0.497287                 NaN            NaN  0.130749E-001            NaN            NaN            NaN
  107579.        1648.48        9.69392                 NaN   88.9492       0.202590                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644268       0.496937                 NaN            NaN  0.130781E-001            NaN            NaN            NaN
  109094.        1648.48        9.69151                 NaN   88.9503       0.201200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644286       0.499612                 NaN            NaN  0.130814E-001            NaN            NaN            NaN
  110609.        1648.48        9.69278                 NaN   88.9512       0.200948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644303       0.497654                 NaN            NaN  0.130845E-001            NaN            NaN            NaN
  112124.        1648.48        9.69113                 NaN   88.9524       0.198536                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644321       0.500562                 NaN            NaN  0.130877E-001            NaN            NaN            NaN
  113639.        1648.48        9.68901                 NaN   88.9536       0.195828                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644340       0.504111                 NaN            NaN  0.130909E-001            NaN            NaN            NaN
  115154.        1648.48        9.69030                 NaN   88.9545       0.194903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644357       0.502799                 NaN            NaN  0.130940E-001            NaN            NaN            NaN
  116669.        1648.48        9.68716                 NaN   88.9559       0.191251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644376       0.508215                 NaN            NaN  0.130972E-001            NaN            NaN            NaN
  118184.        1648.48        9.68781                 NaN   88.9568       0.191025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644392       0.506873                 NaN            NaN  0.131002E-001            NaN            NaN            NaN
  119699.        1648.48        9.68692                 NaN   88.9579       0.189116                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644410       0.508561                 NaN            NaN  0.131033E-001            NaN            NaN            NaN
  121214.        1648.48        9.68776                 NaN   88.9589       0.186515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644426       0.509281                 NaN            NaN  0.131064E-001            NaN            NaN            NaN
  122729.        1648.48        9.68810                 NaN   88.9598       0.186624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644442       0.507911                 NaN            NaN  0.131094E-001            NaN            NaN            NaN
  124244.        1648.48        9.68781                 NaN   88.9608       0.184645                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644459       0.509156                 NaN            NaN  0.131124E-001            NaN            NaN            NaN
  125759.        1648.48        9.68621                 NaN   88.9619       0.182381                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644476       0.511939                 NaN            NaN  0.131154E-001            NaN            NaN            NaN
  127274.        1648.48        9.68655                 NaN   88.9629       0.180678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644492       0.512312                 NaN            NaN  0.131183E-001            NaN            NaN            NaN
  128789.        1648.48        9.68747                 NaN   88.9638       0.179521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644508       0.511631                 NaN            NaN  0.131212E-001            NaN            NaN            NaN
  130304.        1648.48        9.68639                 NaN   88.9648       0.178060                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644524       0.513150                 NaN            NaN  0.131242E-001            NaN            NaN            NaN
  131819.        1648.48        9.68708                 NaN   88.9657       0.176350                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644540       0.513226                 NaN            NaN  0.131270E-001            NaN            NaN            NaN
  133334.        1648.48        9.68847                 NaN   88.9666       0.173892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644555       0.513330                 NaN            NaN  0.131299E-001            NaN            NaN            NaN
  134849.        1648.48        9.68784                 NaN   88.9676       0.172562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644571       0.514336                 NaN            NaN  0.131328E-001            NaN            NaN            NaN
  136365.        1648.48        9.68751                 NaN   88.9685       0.171818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644587       0.514487                 NaN            NaN  0.131356E-001            NaN            NaN            NaN
  137880.        1648.48        9.68953                 NaN   88.9694       0.169221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644602       0.514142                 NaN            NaN  0.131384E-001            NaN            NaN            NaN
  139395.        1648.48        9.68994                 NaN   88.9703       0.167051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644617       0.514955                 NaN            NaN  0.131412E-001            NaN            NaN            NaN
  140910.        1648.48        9.69103                 NaN   88.9712       0.164805                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644632       0.515183                 NaN            NaN  0.131440E-001            NaN            NaN            NaN
  142425.        1648.48        9.69130                 NaN   88.9721       0.163463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644647       0.515378                 NaN            NaN  0.131468E-001            NaN            NaN            NaN
  143940.        1648.48        9.69241                 NaN   88.9730       0.161206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644662       0.515593                 NaN            NaN  0.131495E-001            NaN            NaN            NaN
  145455.        1648.48        9.69146                 NaN   88.9738       0.161189                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644676       0.515731                 NaN            NaN  0.131522E-001            NaN            NaN            NaN
  146970.        1648.48        9.69210                 NaN   88.9747       0.159466                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644691       0.515931                 NaN            NaN  0.131549E-001            NaN            NaN            NaN
  148485.        1648.48        9.69163                 NaN   88.9757       0.155156                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644706       0.519675                 NaN            NaN  0.131576E-001            NaN            NaN            NaN
  150000.        1648.48        9.69429                 NaN   88.9764       0.155060                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644720       0.516381                 NaN            NaN  0.131603E-001            NaN            NaN            NaN
  10.0000        1662.63        9.37606       0.232434        89.0682       0.276708                 NaN  0.227925E-001   1.02377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.05        1662.63        9.40760       0.146153        89.0564       0.314014                 NaN  0.227909E-001   1.05309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3040.10        1662.63        9.42490       0.116259        89.0529       0.335469                 NaN  0.227888E-001   1.04769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4555.15        1662.63        9.44814                 NaN   89.0426       0.363715                 NaN  0.227862E-001   1.12281                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6070.20        1662.63        9.44594                 NaN   89.0481       0.363723                 NaN  0.227829E-001   1.11942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7585.25        1662.63        9.44389                 NaN   89.0535       0.363730                 NaN  0.227796E-001   1.11611                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9100.30        1662.63        9.44180                 NaN   89.0588       0.363738                 NaN  0.227764E-001   1.11290                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10615.4        1662.63        9.43974                 NaN   89.0640       0.363745                 NaN  0.227732E-001   1.10977                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12130.4        1662.63        9.43777                 NaN   89.0690       0.363751                 NaN  0.227700E-001   1.10672                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13645.5        1662.63        9.43578                 NaN   89.0740       0.363758                 NaN  0.227668E-001   1.10374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15160.5        1662.63        9.43362                 NaN   89.0790       0.363764                 NaN  0.227637E-001   1.10084                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16675.6        1662.63        9.43143                 NaN   89.0840       0.363771                 NaN  0.227607E-001   1.09801                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18190.6        1662.63        9.42954                 NaN   89.0887       0.363776                 NaN  0.227576E-001   1.09525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  19705.7        1662.63        9.42776                 NaN   89.0931       0.363782                 NaN  0.227545E-001   1.09255                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  21220.7        1662.63        9.42595                 NaN   89.0976       0.363787                 NaN  0.227515E-001   1.08992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  22735.8        1662.63        9.41110                 NaN   89.1025       0.391266       0.780309E-002            NaN   1.08735                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  24250.8        1662.63        9.40922                 NaN   89.1069       0.391271       0.780794E-002            NaN   1.08484                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  25765.9        1662.63        9.40733                 NaN   89.1112       0.391277       0.781274E-002            NaN   1.08238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  27280.9        1662.63        10.7488                 NaN   88.2690       0.391699       0.782585E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.582711                 NaN            NaN            NaN            NaN
  28796.0        1662.63        10.7467                 NaN   88.2718       0.391698       0.783046E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.582026                 NaN            NaN            NaN            NaN
  30311.0        1662.63        10.0917                 NaN   88.8654       0.392227       0.784564E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  31826.1        1662.63        10.0898                 NaN   88.8674       0.392223       0.785011E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642815                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  33341.1        1662.63        10.0876                 NaN   88.8695       0.392219       0.785456E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  34856.2        1662.63        10.0856                 NaN   88.8715       0.392215       0.785897E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  36371.2        1662.63        10.0836                 NaN   88.8734       0.392211       0.786334E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642906                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  37886.3        1662.63        10.0816                 NaN   88.8754       0.392208       0.786768E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642936                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  39401.3        1662.63        10.0795                 NaN   88.8774       0.392204       0.787199E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  40916.4        1662.63        10.0776                 NaN   88.8793       0.392200       0.787625E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642995                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  42431.4        1662.63        10.0757                 NaN   88.8812       0.392196       0.788049E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  43946.5        1662.63        10.0693                 NaN   88.8835       0.390202       0.788473E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643055       0.610502E-002            NaN            NaN            NaN            NaN            NaN            NaN
  45461.5        1662.63        10.0347                 NaN   88.8880       0.376240       0.788913E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643102       0.500785E-001            NaN            NaN            NaN            NaN            NaN            NaN
  46976.6        1662.63        10.0067                 NaN   88.8917       0.365358       0.789345E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643144       0.852603E-001            NaN            NaN            NaN            NaN            NaN            NaN
  48491.6        1662.63        9.98261                 NaN   88.8954       0.356178       0.789771E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643185       0.114734                 NaN            NaN            NaN            NaN            NaN            NaN
  50006.7        1662.63        9.94910                 NaN   88.9000       0.341338       0.790202E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643231       0.158415                 NaN            NaN            NaN            NaN            NaN            NaN
  51521.7        1662.63        9.94316                 NaN   88.9015       0.338442       0.790608E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643259       0.165726                 NaN            NaN            NaN            NaN            NaN            NaN
  53036.8        1662.63        9.92923                 NaN   88.9041       0.332174       0.791017E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643293       0.183259                 NaN            NaN            NaN            NaN            NaN            NaN
  54551.8        1662.63        9.91922                 NaN   88.9064       0.328950       0.791420E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643323       0.194192                 NaN            NaN            NaN            NaN            NaN            NaN
  56066.9        1662.63        9.88165                 NaN   88.9110       0.313163       0.791840E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643370       0.242867                 NaN            NaN            NaN            NaN            NaN            NaN
  57581.9        1662.63        9.87416                 NaN   88.9132       0.309081       0.792237E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643399       0.252199                 NaN            NaN            NaN            NaN            NaN            NaN
  59097.0        1662.63        9.85111                 NaN   88.9161       0.301253       0.792638E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643435       0.280229                 NaN            NaN            NaN            NaN            NaN            NaN
  60612.0        1662.63        9.82520                 NaN   88.9196       0.288330       0.793041E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643474       0.315519                 NaN            NaN            NaN            NaN            NaN            NaN
  62127.1        1662.63        9.81847                 NaN   88.9214       0.286346       0.793426E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643500       0.322355                 NaN            NaN            NaN            NaN            NaN            NaN
  63642.1        1662.63        9.80667                 NaN   88.9237       0.281480       0.793813E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643530       0.336684                 NaN            NaN            NaN            NaN            NaN            NaN
  65157.2        1662.63        9.81382                 NaN   88.9075       0.278776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643559       0.343372                 NaN            NaN  0.129753E-001            NaN            NaN            NaN
  66672.2        1662.63        9.80384                 NaN   88.9097       0.274071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643587       0.355848                 NaN            NaN  0.129794E-001            NaN            NaN            NaN
  68187.3        1662.63        9.79328                 NaN   88.9118       0.269268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643616       0.369021                 NaN            NaN  0.129835E-001            NaN            NaN            NaN
  69702.3        1662.63        9.77996                 NaN   88.9142       0.261895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643646       0.387294                 NaN            NaN  0.129876E-001            NaN            NaN            NaN
  71217.4        1662.63        9.77392                 NaN   88.9159       0.259996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643671       0.393506                 NaN            NaN  0.129915E-001            NaN            NaN            NaN
  72732.4        1662.63        9.76475                 NaN   88.9179       0.255770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643698       0.404917                 NaN            NaN  0.129955E-001            NaN            NaN            NaN
  74247.5        1662.63        9.75939                 NaN   88.9197       0.251867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643723       0.412338                 NaN            NaN  0.129994E-001            NaN            NaN            NaN
  75762.5        1662.63        9.75679                 NaN   88.9211       0.251047                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643746       0.414291                 NaN            NaN  0.130033E-001            NaN            NaN            NaN
  77277.6        1662.63        9.74767                 NaN   88.9231       0.244388                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643773       0.428100                 NaN            NaN  0.130071E-001            NaN            NaN            NaN
  78792.6        1662.63        9.74202                 NaN   88.9247       0.241566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643797       0.434855                 NaN            NaN  0.130110E-001            NaN            NaN            NaN
  80307.7        1662.63        9.73843                 NaN   88.9261       0.242413                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643818       0.436174                 NaN            NaN  0.130147E-001            NaN            NaN            NaN
  81822.7        1662.63        9.72936                 NaN   88.9281       0.236119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643845       0.449525                 NaN            NaN  0.130185E-001            NaN            NaN            NaN
  83337.8        1662.63        9.73040                 NaN   88.9293       0.235966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643865       0.447493                 NaN            NaN  0.130221E-001            NaN            NaN            NaN
  84852.8        1662.63        9.72526                 NaN   88.9308       0.231486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643888       0.455499                 NaN            NaN  0.130258E-001            NaN            NaN            NaN
  86367.9        1662.63        9.72216                 NaN   88.9323       0.230962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643910       0.457595                 NaN            NaN  0.130295E-001            NaN            NaN            NaN
  87882.9        1662.63        9.71852                 NaN   88.9338       0.228443                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643932       0.462258                 NaN            NaN  0.130331E-001            NaN            NaN            NaN
  89398.0        1662.63        9.71697                 NaN   88.9350       0.225613                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643953       0.465397                 NaN            NaN  0.130367E-001            NaN            NaN            NaN
  90913.0        1662.63        9.71362                 NaN   88.9365       0.223356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643974       0.469551                 NaN            NaN  0.130402E-001            NaN            NaN            NaN
  92428.1        1662.63        9.70632                 NaN   88.9382       0.219809                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643997       0.478599                 NaN            NaN  0.130438E-001            NaN            NaN            NaN
  93943.1        1662.63        9.70574                 NaN   88.9393       0.219826                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644017       0.478031                 NaN            NaN  0.130473E-001            NaN            NaN            NaN
  95458.2        1662.63        9.70335                 NaN   88.9407       0.217684                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644037       0.481200                 NaN            NaN  0.130507E-001            NaN            NaN            NaN
  96973.2        1662.63        9.70391                 NaN   88.9418       0.215771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644056       0.481355                 NaN            NaN  0.130542E-001            NaN            NaN            NaN
  98488.3        1662.63        9.70227                 NaN   88.9431       0.213975                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644076       0.483527                 NaN            NaN  0.130576E-001            NaN            NaN            NaN
  100003.        1662.63        9.70005                 NaN   88.9445       0.211229                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644096       0.487090                 NaN            NaN  0.130610E-001            NaN            NaN            NaN
  101518.        1662.63        9.69915                 NaN   88.9455       0.209485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644115       0.488671                 NaN            NaN  0.130643E-001            NaN            NaN            NaN
  103033.        1662.63        9.69652                 NaN   88.9468       0.209255                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644134       0.490248                 NaN            NaN  0.130676E-001            NaN            NaN            NaN
