|6.6.6
dunite_hp02_2.tab                                                                                   
           2
P(bar)  
   10.000000000000000     
   1515.0505050505051     
         100
T(K)    
   800.00000000000000     
   14.141414141414142     
         100
          21
P(bar)         T(K)           Opx(HP)        Pl(h)          O(HP)          di             ru             sph            abL            diL            enL            anL            Sp(JR)         geik           ne             jd             Gt(HP)         ilm            ilm_nol        stv            ab            
  40916.4        997.980        9.77365                 NaN   88.8561       0.274850       0.791933E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646811       0.440649                 NaN            NaN            NaN            NaN
  42431.4        997.980        9.77227                 NaN   88.8577       0.275230       0.792320E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646837       0.440062                 NaN            NaN            NaN            NaN
  43946.5        997.980        9.75267                 NaN   88.8605       0.269039       0.792716E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646871       0.462983                 NaN            NaN            NaN            NaN
  45461.5        997.980        9.74735                 NaN   88.8623       0.268205       0.793099E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646898       0.467361                 NaN            NaN            NaN            NaN
  46976.6        997.980        9.73976                 NaN   88.8642       0.266118       0.793482E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646926       0.475083                 NaN            NaN            NaN            NaN
  48491.6        997.980        9.73442                 NaN   88.8660       0.265013       0.793861E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646952       0.479643                 NaN            NaN            NaN            NaN
  50006.7        997.980        9.73497                 NaN   88.8673       0.264930       0.794233E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646975       0.477878                 NaN            NaN            NaN            NaN
  51521.7        997.980        9.72275                 NaN   88.8696       0.261700       0.794611E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647005       0.491046                 NaN            NaN            NaN            NaN
  53036.8        997.980        9.72072                 NaN   88.8710       0.260680       0.794980E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647029       0.492658                 NaN            NaN            NaN            NaN
  54551.8        997.980        9.71633                 NaN   88.8726       0.259474       0.795347E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647054       0.496597                 NaN            NaN            NaN            NaN
  56066.9        997.980        9.71417                 NaN   88.8741       0.259694       0.795711E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647077       0.496974                 NaN            NaN            NaN            NaN
  57581.9        997.980        9.71529                 NaN   88.8754       0.258716       0.796071E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647100       0.495495                 NaN            NaN            NaN            NaN
  59097.0        997.980        9.70689                 NaN   88.8772       0.257544       0.796433E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647125       0.503254                 NaN            NaN            NaN            NaN
  60612.0        997.980        9.70707                 NaN   88.8785       0.257750       0.796788E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647147       0.501560                 NaN            NaN            NaN            NaN
  62127.1        997.980        9.70407                 NaN   88.8800       0.256925       0.797142E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647170       0.503874                 NaN            NaN            NaN            NaN
  63642.1        997.980        9.70298                 NaN   88.8814       0.255595       0.797494E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647193       0.504898                 NaN            NaN            NaN            NaN
  65157.2        997.980        9.70442                 NaN   88.8825       0.255980       0.797841E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647213       0.501928                 NaN            NaN            NaN            NaN
  66672.2        997.980        9.69855                 NaN   88.8842       0.254171       0.798190E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647237       0.507893                 NaN            NaN            NaN            NaN
  68187.3        997.980        9.69610                 NaN   88.8854       0.253832       0.798535E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647260       0.509459                 NaN            NaN            NaN            NaN
  69702.3        997.980        9.69521                 NaN   88.8868       0.253913       0.798876E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647280       0.508824                 NaN            NaN            NaN            NaN
  71217.4        997.980        9.69370                 NaN   88.8880       0.252672       0.799216E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647302       0.510333                 NaN            NaN            NaN            NaN
  72732.4        997.980        9.69276                 NaN   88.8892       0.252116       0.799554E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647323       0.510649                 NaN            NaN            NaN            NaN
  74247.5        997.980        9.69016                 NaN   88.8905       0.251470       0.799890E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647345       0.512520                 NaN            NaN            NaN            NaN
  75762.5        997.980        9.68891                 NaN   88.8918       0.250822       0.800223E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647365       0.513148                 NaN            NaN            NaN            NaN
  77277.6        997.980        9.68878                 NaN   88.8929       0.250201       0.800553E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647385       0.512734                 NaN            NaN            NaN            NaN
  78792.6        997.980        9.68808                 NaN   88.8942       0.249467       0.800881E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647406       0.512796                 NaN            NaN            NaN            NaN
  80307.7        997.980        9.68582                 NaN   88.8955       0.248506       0.801208E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647426       0.514723                 NaN            NaN            NaN            NaN
  81822.7        997.980        9.68329                 NaN   88.8968       0.247269       0.801534E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647447       0.517215                 NaN            NaN            NaN            NaN
  83337.8        997.980        9.68394                 NaN   88.8978       0.247499       0.801855E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647466       0.515300                 NaN            NaN            NaN            NaN
  84852.8        997.980        9.68202                 NaN   88.8991       0.245818       0.802176E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647486       0.517591                 NaN            NaN            NaN            NaN
  86367.9        997.980        9.68134                 NaN   88.9002       0.245169       0.802494E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647505       0.517771                 NaN            NaN            NaN            NaN
  87882.9        997.980        9.68063                 NaN   88.9014       0.244608       0.802810E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647524       0.517788                 NaN            NaN            NaN            NaN
  89398.0        997.980        9.69319                 NaN   88.8840       0.243573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647547       0.518288       0.134484E-001            NaN            NaN            NaN
  90913.0        997.980        9.69199                 NaN   88.8851       0.243505                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647565       0.518373       0.134517E-001            NaN            NaN            NaN
  92428.1        997.980        9.69137                 NaN   88.8863       0.242764                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647584       0.518560       0.134551E-001            NaN            NaN            NaN
  93943.1        997.980        9.69073                 NaN   88.8874       0.242114                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647603       0.518726       0.134584E-001            NaN            NaN            NaN
  95458.2        997.980        9.69048                 NaN   88.8884       0.241121                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647621       0.518941       0.134617E-001            NaN            NaN            NaN
  96973.2        997.980        9.68996                 NaN   88.8894       0.240356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647640       0.519174       0.134649E-001            NaN            NaN            NaN
  98488.3        997.980        9.68966                 NaN   88.8905       0.239404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647658       0.519265       0.134681E-001            NaN            NaN            NaN
  100003.        997.980        9.68930                 NaN   88.8916       0.238501                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647676       0.519477       0.134714E-001            NaN            NaN            NaN
  101518.        997.980        9.68806                 NaN   88.8926       0.238481                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647693       0.519680       0.134745E-001            NaN            NaN            NaN
  103033.        997.980        9.68828                 NaN   88.8937       0.236979                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647711       0.519812       0.134777E-001            NaN            NaN            NaN
  104548.        997.980        9.68770                 NaN   88.8947       0.236418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647728       0.519978       0.134809E-001            NaN            NaN            NaN
  106064.        997.980        9.68739                 NaN   88.8957       0.235494                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647746       0.520165       0.134840E-001            NaN            NaN            NaN
  107579.        997.980        9.68708                 NaN   88.8966       0.234632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647763       0.520440       0.134871E-001            NaN            NaN            NaN
  109094.        997.980        9.68681                 NaN   88.8977       0.233680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647780       0.520577       0.134902E-001            NaN            NaN            NaN
  110609.        997.980        9.68633                 NaN   88.8985       0.233033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647797       0.520801       0.134932E-001            NaN            NaN            NaN
  112124.        997.980        9.68692                 NaN   88.8996       0.231158                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647814       0.521042       0.134963E-001            NaN            NaN            NaN
  113639.        997.980        9.68650                 NaN   88.9005       0.230432                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647831       0.521204       0.134993E-001            NaN            NaN            NaN
  115154.        997.980        9.68606                 NaN   88.9015       0.229731                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647847       0.521371       0.135023E-001            NaN            NaN            NaN
  116669.        997.980        9.68588                 NaN   88.9024       0.228755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647864       0.521553       0.135053E-001            NaN            NaN            NaN
  118184.        997.980        9.68625                 NaN   88.9034       0.227197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647880       0.521772       0.135082E-001            NaN            NaN            NaN
  119699.        997.980        9.68610                 NaN   88.9043       0.226239                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647896       0.521951       0.135112E-001            NaN            NaN            NaN
  121214.        997.980        9.68596                 NaN   88.9053       0.225197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647912       0.522138       0.135141E-001            NaN            NaN            NaN
  122729.        997.980        9.68518                 NaN   88.9061       0.224997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647928       0.522263       0.135170E-001            NaN            NaN            NaN
  124244.        997.980        9.68546                 NaN   88.9071       0.223492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647944       0.522473       0.135199E-001            NaN            NaN            NaN
  125759.        997.980        9.68538                 NaN   88.9080       0.222518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647960       0.522651       0.135227E-001            NaN            NaN            NaN
  127274.        997.980        9.68554                 NaN   88.9089       0.221225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647975       0.522842       0.135256E-001            NaN            NaN            NaN
  128789.        997.980        9.68491                 NaN   88.9097       0.220842                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647991       0.522997       0.135284E-001            NaN            NaN            NaN
  130304.        997.980        9.68548                 NaN   88.9107       0.219116                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.648006       0.523204       0.135312E-001            NaN            NaN            NaN
  131819.        997.980        9.68575                 NaN   88.9116       0.217726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.648021       0.523399       0.135340E-001            NaN            NaN            NaN
  133334.        997.980        9.68585                 NaN   88.9124       0.216631                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.648036       0.523580       0.135368E-001            NaN            NaN            NaN
  134849.        997.980        9.68555                 NaN   88.9133       0.215779                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.648051       0.523733       0.135395E-001            NaN            NaN            NaN
  136365.        997.980        9.68643                 NaN   88.9141       0.213890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.648066       0.523951                 NaN  0.135180E-001            NaN            NaN
  137880.        997.980        9.68670                 NaN   88.9149       0.212624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.648081       0.524143                 NaN  0.135208E-001            NaN            NaN
  139395.        997.980        9.68662                 NaN   88.9159       0.211551                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.648096       0.524329                 NaN  0.135236E-001            NaN            NaN
  140910.        997.980        9.68714                 NaN   88.9166       0.210059                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.648110       0.524548                 NaN  0.135263E-001            NaN            NaN
  142425.        997.980        9.68686                 NaN   88.9175       0.209284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.648125       0.524740                 NaN  0.135290E-001            NaN            NaN
  143940.        997.980        9.68661                 NaN   88.9183       0.208548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.648139       0.524894                 NaN  0.135317E-001            NaN            NaN
  145455.        997.980        9.68725                 NaN   88.9192       0.206809                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.648153       0.525073                 NaN  0.135344E-001            NaN            NaN
  146970.        997.980                 NaN            NaN   96.2928       0.196896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.651443       0.528458                 NaN  0.136055E-001   2.31683                 NaN
  148485.        997.980                 NaN            NaN   96.2917       0.196891                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.651444       0.528541                 NaN  0.136079E-001   2.31783                 NaN
  150000.        997.980                 NaN            NaN   96.3031       0.179495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.651452       0.529672                 NaN  0.136104E-001   2.32270                 NaN
  10.0000        1012.12        9.26613        1.43135        89.1387       0.156040       0.777627E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.05        1012.12        9.28239        1.39959        89.1342       0.176074       0.778119E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3040.10        1012.12        9.29654        1.37135        89.1305       0.193798       0.778679E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4555.15        1012.12        9.31250        1.34027        89.1260       0.213450       0.779201E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6070.20        1012.12        9.33337        1.30119        89.1192       0.238485       0.779730E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7585.25        1012.12        9.34105        1.28384        89.1183       0.249038       0.780225E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9100.30        1012.12        9.36285        1.24333        89.1109       0.275100       0.780748E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10615.4        1012.12        9.37810        1.21380        89.1064       0.293862       0.781252E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12130.4        1012.12        9.39865        1.17563        89.0995       0.318432       0.781765E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13645.5        1012.12        9.40892        1.15425        89.0972       0.331802       0.782250E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15160.5        1012.12        10.1542                 NaN   88.7993       0.392690       0.784547E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646051                 NaN            NaN            NaN            NaN            NaN
  16675.6        1012.12        10.1518                 NaN   88.8016       0.392686       0.784989E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646083                 NaN            NaN            NaN            NaN            NaN
  18190.6        1012.12        10.1499                 NaN   88.8035       0.392682       0.785426E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646114                 NaN            NaN            NaN            NaN            NaN
  19705.7        1012.12        10.1477                 NaN   88.8056       0.392678       0.785860E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646145                 NaN            NaN            NaN            NaN            NaN
  21220.7        1012.12        10.1029                 NaN   88.8111       0.377531       0.786322E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646201       0.543723E-001            NaN            NaN            NaN            NaN
  22735.8        1012.12        10.0597                 NaN   88.8163       0.363354       0.786779E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646255       0.106435                 NaN            NaN            NaN            NaN
  24250.8        1012.12        10.0146                 NaN   88.8216       0.348301       0.787235E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646310       0.161261                 NaN            NaN            NaN            NaN
  25765.9        1012.12        10.0014                 NaN   88.8243       0.345367       0.787663E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646346       0.174721                 NaN            NaN            NaN            NaN
  27280.9        1012.12        9.98808                 NaN   88.8269       0.342048       0.788089E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646381       0.188665                 NaN            NaN            NaN            NaN
  28796.0        1012.12        9.94913                 NaN   88.8316       0.329348       0.788530E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646431       0.235634                 NaN            NaN            NaN            NaN
  30311.0        1012.12        9.92251                 NaN   88.8353       0.320323       0.788959E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646474       0.267508                 NaN            NaN            NaN            NaN
  31826.1        1012.12        9.85790                 NaN   88.8417       0.298738       0.789410E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646536       0.347207                 NaN            NaN            NaN            NaN
  33341.1        1012.12        9.83842                 NaN   88.8448       0.293318       0.789827E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646573       0.368943                 NaN            NaN            NaN            NaN
  34856.2        1012.12        9.84781                 NaN   88.8457       0.297020       0.790222E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646594       0.355019                 NaN            NaN            NaN            NaN
  36371.2        1012.12        9.81859                 NaN   88.8494       0.287795       0.790640E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646636       0.389657                 NaN            NaN            NaN            NaN
  37886.3        1012.12        9.79693                 NaN   88.8525       0.281048       0.791049E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646673       0.414944                 NaN            NaN            NaN            NaN
  39401.3        1012.12        9.79663                 NaN   88.8540       0.281975       0.791442E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646699       0.412823                 NaN            NaN            NaN            NaN
  40916.4        1012.12        9.78496                 NaN   88.8563       0.278747       0.791839E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646730       0.425362                 NaN            NaN            NaN            NaN
  42431.4        1012.12        9.77089                 NaN   88.8588       0.274392       0.792235E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646762       0.441270                 NaN            NaN            NaN            NaN
  43946.5        1012.12        9.75762                 NaN   88.8612       0.271112       0.792627E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646793       0.455355                 NaN            NaN            NaN            NaN
  45461.5        1012.12        9.74568                 NaN   88.8634       0.267387       0.793016E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646824       0.468738                 NaN            NaN            NaN            NaN
  46976.6        1012.12        9.74823                 NaN   88.8646       0.268735       0.793393E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646846       0.463602                 NaN            NaN            NaN            NaN
  48491.6        1012.12        9.73617                 NaN   88.8669       0.264300       0.793777E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646876       0.477765                 NaN            NaN            NaN            NaN
  50006.7        1012.12        9.73558                 NaN   88.8683       0.264975       0.794150E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646900       0.476333                 NaN            NaN            NaN            NaN
  51521.7        1012.12        9.73172                 NaN   88.8699       0.263913       0.794524E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646925       0.479590                 NaN            NaN            NaN            NaN
  53036.8        1012.12        9.72683                 NaN   88.8716       0.262497       0.794895E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646951       0.484183                 NaN            NaN            NaN            NaN
  54551.8        1012.12        9.71627                 NaN   88.8737       0.259909       0.795267E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646979       0.495205                 NaN            NaN            NaN            NaN
  56066.9        1012.12        9.71786                 NaN   88.8748       0.260568       0.795629E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647000       0.491782                 NaN            NaN            NaN            NaN
  57581.9        1012.12        9.71518                 NaN   88.8765       0.258701       0.795991E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647024       0.494673                 NaN            NaN            NaN            NaN
  59097.0        1012.12        9.70926                 NaN   88.8780       0.257905       0.796353E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647049       0.499800                 NaN            NaN            NaN            NaN
  60612.0        1012.12        9.70555                 NaN   88.8796       0.256454       0.796711E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647073       0.503377                 NaN            NaN            NaN            NaN
  62127.1        1012.12        9.70259                 NaN   88.8810       0.256148       0.797065E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647096       0.505159                 NaN            NaN            NaN            NaN
  63642.1        1012.12        9.70441                 NaN   88.8823       0.256176       0.797416E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647117       0.502023                 NaN            NaN            NaN            NaN
  65157.2        1012.12        9.70325                 NaN   88.8836       0.255126       0.797765E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647139       0.502913                 NaN            NaN            NaN            NaN
  66672.2        1012.12        9.69701                 NaN   88.8852       0.254232       0.798115E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647163       0.508430                 NaN            NaN            NaN            NaN
  68187.3        1012.12        9.69558                 NaN   88.8865       0.253629       0.798459E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647185       0.509093                 NaN            NaN            NaN            NaN
  69702.3        1012.12        9.69595                 NaN   88.8878       0.252904       0.798801E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647206       0.508171                 NaN            NaN            NaN            NaN
  71217.4        1012.12        9.69364                 NaN   88.8891       0.252570       0.799142E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647227       0.509463                 NaN            NaN            NaN            NaN
  72732.4        1012.12        9.69178                 NaN   88.8903       0.251928       0.799480E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647249       0.510734                 NaN            NaN            NaN            NaN
  74247.5        1012.12        9.68988                 NaN   88.8917       0.251336       0.799816E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647270       0.511859                 NaN            NaN            NaN            NaN
  75762.5        1012.12        9.68923                 NaN   88.8929       0.250787       0.800149E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647290       0.511796                 NaN            NaN            NaN            NaN
  77277.6        1012.12        9.68979                 NaN   88.8941       0.250440       0.800479E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647310       0.510360                 NaN            NaN            NaN            NaN
  78792.6        1012.12        9.68753                 NaN   88.8954       0.249238       0.800809E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647331       0.512476                 NaN            NaN            NaN            NaN
  80307.7        1012.12        9.68438                 NaN   88.8966       0.248162       0.801137E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647352       0.515497                 NaN            NaN            NaN            NaN
  81822.7        1012.12        9.68508                 NaN   88.8977       0.247750       0.801461E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647371       0.514061                 NaN            NaN            NaN            NaN
  83337.8        1012.12        9.68174                 NaN   88.8990       0.246562       0.801785E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647392       0.517287                 NaN            NaN            NaN            NaN
  84852.8        1012.12        9.68122                 NaN   88.9001       0.245721       0.802106E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647412       0.517486                 NaN            NaN            NaN            NaN
  86367.9        1012.12        9.68048                 NaN   88.9014       0.245051       0.802424E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647431       0.517589                 NaN            NaN            NaN            NaN
  87882.9        1012.12        9.68012                 NaN   88.9024       0.244242       0.802741E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647450       0.517726                 NaN            NaN            NaN            NaN
  89398.0        1012.12        9.67931                 NaN   88.9036       0.243550       0.803055E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647469       0.518048                 NaN            NaN            NaN            NaN
  90913.0        1012.12        9.69174                 NaN   88.8863       0.242765                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647491       0.518241       0.134512E-001            NaN            NaN            NaN
  92428.1        1012.12        9.69112                 NaN   88.8874       0.242081                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647510       0.518425       0.134545E-001            NaN            NaN            NaN
  93943.1        1012.12        9.69057                 NaN   88.8883       0.241465                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647528       0.518703       0.134578E-001            NaN            NaN            NaN
  95458.2        1012.12        9.68982                 NaN   88.8896       0.240768                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647547       0.518843       0.134611E-001            NaN            NaN            NaN
  96973.2        1012.12        9.68945                 NaN   88.8906       0.239904                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647565       0.519067       0.134644E-001            NaN            NaN            NaN
  98488.3        1012.12        9.68886                 NaN   88.8917       0.239227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647583       0.519174       0.134676E-001            NaN            NaN            NaN
  100003.        1012.12        9.68867                 NaN   88.8927       0.238174                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647601       0.519365       0.134708E-001            NaN            NaN            NaN
  101518.        1012.12        9.68809                 NaN   88.8937       0.237541                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647619       0.519599       0.134740E-001            NaN            NaN            NaN
  103033.        1012.12        9.68745                 NaN   88.8947       0.236911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647637       0.519776       0.134772E-001            NaN            NaN            NaN
