|6.6.6
peridotite_hp02_2.tab                                                                               
           2
P(bar)  
   10.000000000000000     
   1515.0505050505051     
         100
T(K)    
   800.00000000000000     
   14.141414141414142     
         100
          16
P(bar)         T(K)           Opx(HP)        O(HP)          Cpx(HP)        ab             an             abh            abL            diL            anL            enL            Sp(HP)         ne             Gt(HP)         stv           
  13645.5        1450.51        27.6936        58.6215        13.2969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.387964                 NaN            NaN            NaN
  15160.5        1450.51        25.8566        59.1422        12.9963                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.00481                 NaN
  16675.6        1450.51        24.3984        59.2197        12.7374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.64445                 NaN
  18190.6        1450.51        23.1414        59.2864        12.5028                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.06935                 NaN
  19705.7        1450.51        22.1846        59.3372        12.3133                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.16489                 NaN
  21220.7        1450.51        21.6360        59.3677        12.1822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.81412                 NaN
  22735.8        1450.51        19.9204        59.4536        11.8914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.73454                 NaN
  24250.8        1450.51        19.4519        59.4791        11.7708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.29816                 NaN
  25765.9        1450.51        18.7442        59.5156        11.6141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.1260                 NaN
  27280.9        1450.51        18.4664        59.5311        11.5249                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.4776                 NaN
  28796.0        1450.51        18.0845        59.5514        11.4168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.9473                 NaN
  30311.0        1450.51        17.4344        59.5843        11.2623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7190                 NaN
  31826.1        1450.51        17.0932        59.6020        11.1618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1429                 NaN
  33341.1        1450.51        16.8371        59.6155        11.0747                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.4727                 NaN
  34856.2        1450.51        16.9379        59.6122        11.0492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.4008                 NaN
  36371.2        1450.51        16.4171        59.6377        10.9162                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.0290                 NaN
  37886.3        1450.51        16.3416        59.6425        10.8592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.1567                 NaN
  39401.3        1450.51        16.1459        59.6522        10.7921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.4099                 NaN
  40916.4        1450.51        16.0003        59.6597        10.7270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.6130                 NaN
  42431.4        1450.51        15.9434        59.6632        10.6794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.7140                 NaN
  43946.5        1450.51        15.6559        59.6774        10.5757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.0910                 NaN
  45461.5        1450.51        15.5486        59.6827        10.5241                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.2446                 NaN
  46976.6        1450.51        15.4549        59.6874        10.4730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.3847                 NaN
  48491.6        1450.51        15.3804        59.6913        10.4225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.5058                 NaN
  50006.7        1450.51        15.4127        59.6908        10.3792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.5174                 NaN
  51521.7        1450.51        15.2541        59.6979        10.3242                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.7238                 NaN
  53036.8        1450.51        15.2358        59.6993        10.2778                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.7872                 NaN
  54551.8        1450.51        15.1672        59.7022        10.2431                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.8874                 NaN
  56066.9        1450.51        15.1225        59.7045        10.2007                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.9723                 NaN
  57581.9        1450.51        15.1055        59.7053        10.1696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.0196                 NaN
  59097.0        1450.51        15.0299        59.7097        10.0938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.1666                 NaN
  60612.0        1450.51        14.9893        59.7113        10.0635                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.2359                 NaN
  62127.1        1450.51        14.9527        59.7127        10.0328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.3018                 NaN
  63642.1        1450.51        14.9301        59.7137        10.0012                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.3550                 NaN
  65157.2        1450.51        14.9584        59.7131        9.96138                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.3672                 NaN
  66672.2        1450.51        14.8919        59.7154        9.93588                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.4568                 NaN
  68187.3        1450.51        14.8782        59.7162        9.90092                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5046                 NaN
  69702.3        1450.51        14.8655        59.7170        9.86611                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5514                 NaN
  71217.4        1450.51        14.8577        59.7173        9.83215                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5929                 NaN
  72732.4        1450.51        14.8498        59.7176        9.79819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.6344                 NaN
  74247.5        1450.51        14.8473        59.7178        9.76659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.6684                 NaN
  75762.5        1450.51        14.8569        59.7173        9.74206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.6838                 NaN
  77277.6        1450.51        14.8528        59.7176        9.70690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7227                 NaN
  78792.6        1450.51        14.8553        59.7175        9.67696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7502                 NaN
  80307.7        1450.51        14.8504        59.7174        9.64984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7823                 NaN
  81822.7        1450.51        14.8528        59.7174        9.61876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8111                 NaN
  83337.8        1450.51        14.8594        59.7173        9.58787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8355                 NaN
  84852.8        1450.51        14.8660        59.7171        9.55699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8599                 NaN
  86367.9        1450.51        14.8712        59.7167        9.53493                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8771                 NaN
  87882.9        1450.51        14.8753        59.7162        9.51422                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8942                 NaN
  89398.0        1450.51        14.8823        59.7158        9.49087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9110                 NaN
  90913.0        1450.51        14.8929        59.7154        9.46651                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9252                 NaN
  92428.1        1450.51        14.9225        59.7146        9.42651                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9364                 NaN
  93943.1        1450.51        14.9164        59.7144        9.41295                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9563                 NaN
  95458.2        1450.51        14.9288        59.7139        9.38318                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9741                 NaN
  96973.2        1450.51        14.9428        59.7134        9.35387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9899                 NaN
  98488.3        1450.51        14.9606        59.7128        9.32578                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0009                 NaN
  100003.        1450.51        14.9791        59.7121        9.29792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0109                 NaN
  101518.        1450.51        14.9955        59.7115        9.26929                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0237                 NaN
  103033.        1450.51        15.0125        59.7109        9.24082                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0358                 NaN
  104548.        1450.51        15.0305        59.7103        9.21177                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0474                 NaN
  106064.        1450.51        15.0504        59.7096        9.18403                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0559                 NaN
  107579.        1450.51        15.0718        59.7089        9.15585                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0634                 NaN
  109094.        1450.51        15.0815        59.7080        9.14027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0702                 NaN
  110609.        1450.51        15.1074        59.7077        9.09932                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0856                 NaN
  112124.        1450.51        15.1209        59.7072        9.07330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0986                 NaN
  113639.        1450.51        15.1414        59.7065        9.04575                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1063                 NaN
  115154.        1450.51        15.1698        59.7058        9.01172                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1127                 NaN
  116669.        1450.51        15.1869        59.7052        8.98679                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1212                 NaN
  118184.        1450.51        15.2086        59.7044        8.95965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1274                 NaN
  119699.        1450.51        15.2302        59.7036        8.93245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1338                 NaN
  121214.        1450.51        15.2558        59.7029        8.90079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1405                 NaN
  122729.        1450.51        15.2815        59.7022        8.86914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1472                 NaN
  124244.        1450.51        15.3071        59.7015        8.83744                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1539                 NaN
  125759.        1450.51        15.3329        59.7009        8.80580                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1604                 NaN
  127274.        1450.51        15.3588        59.7003        8.77419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1667                 NaN
  128789.        1450.51        15.3807        59.6997        8.74099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1787                 NaN
  130304.        1450.51        15.4021        59.6991        8.70763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1912                 NaN
  131819.        1450.51        15.4270        59.6984        8.67465                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2000                 NaN
  133334.        1450.51        15.4539        59.6977        8.64336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2051                 NaN
  134849.        1450.51        15.4899        59.6971        8.60762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2053                 NaN
  136365.        1450.51        15.5094        59.6965        8.57542                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2187                 NaN
  137880.        1450.51        15.5386        59.6959        8.53901                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2265                 NaN
  139395.        1450.51        15.5674        59.6953        8.50427                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2330                 NaN
  140910.        1450.51        15.5944        59.6947        8.47296                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2380                 NaN
  142425.        1450.51        15.6285        59.6939        8.43722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2404                 NaN
  143940.        1450.51        15.6520        59.6934        8.40616                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2484                 NaN
  145455.        1450.51        15.6833        59.6927        8.37045                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2536                 NaN
  146970.        1450.51        15.7145        59.6920        8.33474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2588                 NaN
  148485.        1450.51        15.7457        59.6914        8.29904                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2639                 NaN
  150000.        1450.51        15.7768        59.6908        8.26334                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2690                 NaN
  10.0000        1464.65        20.0692        62.8646        5.53184                 NaN   10.2184                 NaN   1.31582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.05        1464.65        21.8035        61.9898        7.30097                 NaN   7.82018                 NaN   1.08552                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3040.10        1464.65        23.5552        61.1038        9.08785                 NaN   5.40548                 NaN  0.847659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4555.15        1464.65        25.3742        60.1888        10.9357                 NaN   3.00265                 NaN  0.498669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6070.20        1464.65        27.7022        58.8755        13.2883                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.134093                 NaN            NaN            NaN
  7585.25        1464.65        27.6993        58.8433        13.2895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.167918                 NaN            NaN            NaN
  9100.30        1464.65        27.6964        58.8045        13.2908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.208288                 NaN            NaN            NaN
  10615.4        1464.65        27.6938        58.7672        13.2920                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.247080                 NaN            NaN            NaN
  12130.4        1464.65        27.6906        58.7316        13.2933                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.284479                 NaN            NaN            NaN
  13645.5        1464.65        27.6875        58.6976        13.2946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.320351                 NaN            NaN            NaN
  15160.5        1464.65        25.2999        59.1724        12.9064                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.62130                 NaN
  16675.6        1464.65        24.7740        59.2029        12.7989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.22430                 NaN
  18190.6        1464.65        23.4455        59.2731        12.5559                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.72544                 NaN
  19705.7        1464.65        22.8189        59.3080        12.4136                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.45949                 NaN
  21220.7        1464.65        21.3830        59.3817        12.1635                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.07186                 NaN
  22735.8        1464.65        20.4040        59.4325        11.9672                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.19636                 NaN
  24250.8        1464.65        19.4977        59.4791        11.7836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.23967                 NaN
  25765.9        1464.65        19.4683        59.4833        11.7261                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.32227                 NaN
  27280.9        1464.65        18.5506        59.5293        11.5459                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.3743                 NaN
  28796.0        1464.65        17.8918        59.5628        11.3928                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1527                 NaN
  30311.0        1464.65        17.6217        59.5777        11.2996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.5009                 NaN
  31826.1        1464.65        17.1770        59.6004        11.1831                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.0395                 NaN
  33341.1        1464.65        17.0326        59.6086        11.1142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.2447                 NaN
  34856.2        1464.65        17.0882        59.6074        11.0799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.2245                 NaN
  36371.2        1464.65        16.4787        59.6372        10.9338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.9502                 NaN
  37886.3        1464.65        16.4681        59.6391        10.8846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.0082                 NaN
  39401.3        1464.65        16.1992        59.6523        10.8039                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.3445                 NaN
  40916.4        1464.65        16.0182        59.6618        10.7238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.5962                 NaN
  42431.4        1464.65        15.9888        59.6638        10.6874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.6600                 NaN
  43946.5        1464.65        15.7145        59.6775        10.5859                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.0221                 NaN
  45461.5        1464.65        15.6309        59.6814        10.5464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.1413                 NaN
  46976.6        1464.65        15.5082        59.6876        10.4843                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.3199                 NaN
  48491.6        1464.65        15.4619        59.6902        10.4422                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.4057                 NaN
  50006.7        1464.65        15.4675        59.6902        10.4136                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.4286                 NaN
  51521.7        1464.65        15.2874        59.6991        10.3326                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6809                 NaN
  53036.8        1464.65        15.2965        59.6993        10.2904                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.7139                 NaN
  54551.8        1464.65        15.2002        59.7037        10.2462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.8499                 NaN
  56066.9        1464.65        15.1624        59.7062        10.1867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.9448                 NaN
  57581.9        1464.65        15.1559        59.7060        10.1783                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.9598                 NaN
  59097.0        1464.65        15.0651        59.7111        10.0950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.1287                 NaN
  60612.0        1464.65        15.0275        59.7123        10.0765                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.1837                 NaN
  62127.1        1464.65        14.9856        59.7143        10.0352                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.2649                 NaN
  63642.1        1464.65        14.9630        59.7155        9.99639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.3252                 NaN
  65157.2        1464.65        14.9863        59.7150        9.95823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.3404                 NaN
  66672.2        1464.65        14.9205        59.7173        9.93281                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.4294                 NaN
  68187.3        1464.65        14.9149        59.7178        9.90191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.4654                 NaN
  69702.3        1464.65        14.8938        59.7189        9.86299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5243                 NaN
  71217.4        1464.65        14.8856        59.7193        9.82901                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5661                 NaN
  72732.4        1464.65        14.8797        59.7195        9.79488                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.6059                 NaN
  74247.5        1464.65        14.8735        59.7199        9.76178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.6449                 NaN
  75762.5        1464.65        14.8857        59.7191        9.73982                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.6553                 NaN
  77277.6        1464.65        14.8732        59.7200        9.70188                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7049                 NaN
  78792.6        1464.65        14.8664        59.7201        9.67649                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7371                 NaN
  80307.7        1464.65        14.8757        59.7197        9.64509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7595                 NaN
  81822.7        1464.65        14.8740        59.7198        9.61400                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7923                 NaN
  83337.8        1464.65        14.8794        59.7196        9.58271                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8183                 NaN
  84852.8        1464.65        14.8875        59.7195        9.55230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8407                 NaN
  86367.9        1464.65        14.8953        59.7193        9.52159                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8638                 NaN
  87882.9        1464.65        14.8990        59.7186        9.50855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8739                 NaN
  89398.0        1464.65        14.9036        59.7184        9.47886                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8991                 NaN
  90913.0        1464.65        14.9173        59.7178        9.46030                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9047                 NaN
  92428.1        1464.65        14.9420        59.7173        9.41299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9277                 NaN
  93943.1        1464.65        14.9378        59.7171        9.40001                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9451                 NaN
  95458.2        1464.65        14.9510        59.7165        9.37031                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9623                 NaN
  96973.2        1464.65        14.9627        59.7161        9.34042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9807                 NaN
  98488.3        1464.65        14.9859        59.7153        9.31398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9848                 NaN
  100003.        1464.65        14.9991        59.7148        9.28446                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0016                 NaN
  101518.        1464.65        15.0137        59.7144        9.25531                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0167                 NaN
  103033.        1464.65        15.0317        59.7137        9.22715                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0275                 NaN
  104548.        1464.65        15.0489        59.7132        9.19742                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0405                 NaN
  106064.        1464.65        15.0657        59.7125        9.17310                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0487                 NaN
  107579.        1464.65        15.0860        59.7118        9.14589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0563                 NaN
  109094.        1464.65        15.1120        59.7116        9.10646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0700                 NaN
  110609.        1464.65        15.1233        59.7107        9.08387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0822                 NaN
  112124.        1464.65        15.1398        59.7101        9.05743                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0926                 NaN
  113639.        1464.65        15.1538        59.7095        9.03573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1010                 NaN
  115154.        1464.65        15.1914        59.7090        8.99025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1094                 NaN
  116669.        1464.65        15.1996        59.7083        8.97549                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1167                 NaN
  118184.        1464.65        15.2290        59.7073        8.94269                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1210                 NaN
  119699.        1464.65        15.2419        59.7067        8.92221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1292                 NaN
  121214.        1464.65        15.2749        59.7060        8.88140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1377                 NaN
  122729.        1464.65        15.3026        59.7053        8.84872                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1434                 NaN
  124244.        1464.65        15.3261        59.7046        8.81807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1511                 NaN
  125759.        1464.65        15.3451        59.7040        8.79509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1558                 NaN
  127274.        1464.65        15.3779        59.7034        8.75483                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1639                 NaN
  128789.        1464.65        15.3983        59.7028        8.72107                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1779                 NaN
  130304.        1464.65        15.4229        59.7023        8.68698                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1878                 NaN
  131819.        1464.65        15.4473        59.7015        8.65652                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1946                 NaN
  133334.        1464.65        15.4756        59.7008        8.62501                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1986                 NaN
  134849.        1464.65        15.5105        59.7004        8.58581                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2034                 NaN
  136365.        1464.65        15.5294        59.6997        8.55640                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2146                 NaN
  137880.        1464.65        15.5597        59.6991        8.51837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2228                 NaN
  139395.        1464.65        15.5890        59.6985        8.48408                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2284                 NaN
  140910.        1464.65        15.6138        59.6978        8.45723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2312                 NaN
  142425.        1464.65        15.6481        59.6971        8.41505                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2397                 NaN
  143940.        1464.65        15.6720        59.6967        8.38416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2471                 NaN
  145455.        1464.65        15.7056        59.6958        8.34938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2492                 NaN
